Sex,Marital,Age,Education,Occupation,Live,Dual,Person,Person_under_18,Householder,Hometype,Ethnic,Language,Income
female,married,35 thru 44,grad study,homemaker,one to three years,no,four,two,own,house,white,english,>25K
male,single or never married,18 thru 24,1 to 3 years of college,clerical/service worker,one to three years,not married,nine or more,one,live with parents/family,condominium,white,other,<=25K
female,married,35 thru 44,grad study,professional/managerial,more than ten years,yes,two,none,own,house,pacific islander,english,>25K
female,married,25 thru 34,1 to 3 years of college,homemaker,seven to ten years,no,five,none,rent,house,white,english,>25K
male,living together or not married,18 thru 24,1 to 3 years of college,professional/managerial,four to six years,yes,four,two,own,house,white,english,<=25K
male,single or never married,18 thru 24,grade 8 or less,student or hs or college,seven to ten years,no,four,one,live with parents/family,apartment,american indian,other,<=25K
male,living together or not married,35 thru 44,graduated high school,factory worker/laborer/driver,seven to ten years,not married,eight,none,rent,other,white,spanish,<=25K
male,single or never married,18 thru 24,grades 9 to 11,clerical/service worker,four to six years,not married,five,seven,live with parents/family,apartment,white,english,<=25K
male,married,55 thru 64,1 to 3 years of college,retired,more than ten years,yes,two,none,own,mobile home,white,english,>25K
female,single or never married,55 thru 64,grad study,clerical/service worker,four to six years,not married,eight,none,own,other,white,other,>25K
male,divorced or separated,35 thru 44,1 to 3 years of college,clerical/service worker,seven to ten years,no,nine or more,five,live with parents/family,other,east indian,english,<=25K
male,single or never married,14 thru 17,grades 9 to 11,factory worker/laborer/driver,more than ten years,not married,three,two,live with parents/family,condominium,east indian,english,<=25K
female,single or never married,65 and over,1 to 3 years of college,clerical/service worker,more than ten years,no,five,four,own,condominium,white,spanish,<=25K
female,widowed,35 thru 44,graduated high school,homemaker,four to six years,no,three,three,own,house,white,other,<=25K
male,single or never married,25 thru 34,college graduate,professional/managerial,more than ten years,yes,three,five,rent,apartment,white,spanish,<=25K
female,single or never married,18 thru 24,college graduate,professional/managerial,one to three years,not married,three,none,rent,house,white,english,>25K
female,married,35 thru 44,graduated high school,professional/managerial,seven to ten years,yes,two,none,rent,condominium,white,english,>25K
female,divorced or separated,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,not married,one,none,own,condominium,white,english,>25K
male,living together or not married,45 thru 54,college graduate,homemaker,more than ten years,not married,two,none,rent,apartment,white,english,>25K
female,living together or not married,18 thru 24,grad study,professional/managerial,seven to ten years,no,one,three,rent,mobile home,pacific islander,other,<=25K
male,married,35 thru 44,grad study,professional/managerial,more than ten years,yes,four,two,own,condominium,white,english,>25K
female,married,45 thru 54,grade 8 or less,factory worker/laborer/driver,less than one year,no,nine or more,three,own,condominium,pacific islander,spanish,>25K
male,single or never married,14 thru 17,college graduate,unemployed,seven to ten years,not married,nine or more,five,rent,house,hispanic,spanish,<=25K
female,living together or not married,35 thru 44,graduated high school,retired,less than one year,not married,eight,five,live with parents/family,condominium,american indian,english,<=25K
female,single or never married,18 thru 24,college graduate,professional/managerial,more than ten years,not married,four,none,live with parents/family,house,white,english,>25K
female,divorced or separated,14 thru 17,grad study,student or hs or college,one to three years,yes,one,nine or more,rent,condominium,hispanic,english,<=25K
male,living together or not married,25 thru 34,graduated high school,factory worker/laborer/driver,more than ten years,not married,five,nine or more,rent,apartment,white,english,<=25K
male,single or never married,35 thru 44,college graduate,professional/managerial,more than ten years,not married,one,one,own,condominium,white,english,>25K
female,married,55 thru 64,college graduate,homemaker,more than ten years,no,two,none,own,house,white,english,>25K
female,divorced or separated,25 thru 34,college graduate,professional/managerial,one to three years,not married,one,none,rent,house,white,english,>25K
female,married,35 thru 44,graduated high school,homemaker,four to six years,not married,three,one,own,condominium,asian,other,>25K
male,married,35 thru 44,grad study,professional/managerial,more than ten years,yes,four,one,own,house,white,english,>25K
female,single or never married,18 thru 24,1 to 3 years of college,professional/managerial,seven to ten years,not married,one,none,own,house,white,english,>25K
male,divorced or separated,65 and over,graduated high school,sales worker,seven to ten years,not married,three,none,own,mobile home,asian,spanish,<=25K
male,married,25 thru 34,1 to 3 years of college,factory worker/laborer/driver,more than ten years,yes,four,two,rent,apartment,hispanic,english,>25K
female,single or never married,25 thru 34,college graduate,sales worker,four to six years,not married,three,none,own,condominium,hispanic,other,<=25K
male,married,65 and over,graduated high school,retired,more than ten years,no,two,none,own,house,white,english,>25K
female,single or never married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,not married,two,none,own,house,white,english,>25K
male,single or never married,35 thru 44,graduated high school,student or hs or college,seven to ten years,yes,three,none,own,house,white,english,<=25K
male,married,65 and over,college graduate,retired,more than ten years,no,two,none,own,house,white,english,>25K
male,divorced or separated,14 thru 17,college graduate,professional/managerial,seven to ten years,not married,two,five,live with parents/family,other,pacific islander,english,<=25K
male,single or never married,18 thru 24,1 to 3 years of college,factory worker/laborer/driver,less than one year,not married,seven,one,rent,apartment,hispanic,spanish,<=25K
male,divorced or separated,35 thru 44,1 to 3 years of college,clerical/service worker,four to six years,not married,three,nine or more,own,apartment,hispanic,english,<=25K
female,single or never married,25 thru 34,college graduate,professional/managerial,more than ten years,not married,two,one,rent,house,white,english,>25K
male,married,25 thru 34,1 to 3 years of college,clerical/service worker,more than ten years,yes,three,one,own,house,black,english,>25K
male,widowed,18 thru 24,1 to 3 years of college,factory worker/laborer/driver,more than ten years,not married,one,nine or more,rent,apartment,asian,spanish,<=25K
female,single or never married,18 thru 24,grade 8 or less,student or hs or college,four to six years,not married,two,four,own,apartment,other,spanish,>25K
male,living together or not married,25 thru 34,grades 9 to 11,factory worker/laborer/driver,more than ten years,no,eight,two,own,apartment,pacific islander,spanish,<=25K
female,single or never married,18 thru 24,grad study,student or hs or college,more than ten years,not married,four,six,own,house,pacific islander,spanish,<=25K
male,married,25 thru 34,graduated high school,factory worker/laborer/driver,more than ten years,no,four,none,live with parents/family,house,hispanic,spanish,<=25K
female,married,45 thru 54,grad study,professional/managerial,more than ten years,yes,four,two,own,house,white,english,>25K
female,single or never married,18 thru 24,1 to 3 years of college,retired,seven to ten years,no,one,none,rent,apartment,white,other,>25K
female,single or never married,18 thru 24,1 to 3 years of college,professional/managerial,less than one year,not married,two,none,rent,condominium,white,spanish,<=25K
male,married,35 thru 44,graduated high school,professional/managerial,more than ten years,yes,four,one,own,house,black,english,>25K
male,married,35 thru 44,college graduate,professional/managerial,more than ten years,yes,three,one,own,house,white,english,>25K
female,married,25 thru 34,college graduate,professional/managerial,more than ten years,no,two,none,own,house,white,english,>25K
female,married,35 thru 44,college graduate,professional/managerial,seven to ten years,no,one,two,rent,condominium,pacific islander,other,<=25K
male,living together or not married,35 thru 44,graduated high school,student or hs or college,more than ten years,not married,three,three,live with parents/family,condominium,white,english,<=25K
female,married,35 thru 44,grad study,professional/managerial,four to six years,yes,two,none,own,house,white,english,>25K
male,married,18 thru 24,1 to 3 years of college,professional/managerial,more than ten years,yes,two,none,rent,apartment,white,english,>25K
male,living together or not married,14 thru 17,1 to 3 years of college,unemployed,four to six years,not married,four,none,rent,mobile home,american indian,spanish,>25K
male,single or never married,35 thru 44,grad study,professional/managerial,one to three years,not married,one,none,rent,apartment,white,english,>25K
female,living together or not married,18 thru 24,1 to 3 years of college,factory worker/laborer/driver,less than one year,yes,two,two,rent,mobile home,white,english,<=25K
male,divorced or separated,25 thru 34,1 to 3 years of college,student or hs or college,more than ten years,no,two,nine or more,own,house,hispanic,other,>25K
male,single or never married,25 thru 34,grad study,professional/managerial,four to six years,not married,one,none,rent,apartment,white,other,>25K
male,married,14 thru 17,grade 8 or less,factory worker/laborer/driver,more than ten years,not married,two,six,live with parents/family,mobile home,pacific islander,spanish,<=25K
female,single or never married,18 thru 24,graduated high school,student or hs or college,less than one year,not married,one,five,rent,apartment,american indian,english,>25K
male,married,65 and over,college graduate,retired,more than ten years,no,two,none,own,house,white,english,>25K
female,single or never married,35 thru 44,college graduate,professional/managerial,more than ten years,not married,one,none,own,house,white,english,>25K
female,married,18 thru 24,1 to 3 years of college,professional/managerial,more than ten years,yes,three,one,own,house,black,english,>25K
male,married,55 thru 64,grades 9 to 11,unemployed,more than ten years,no,two,one,own,house,american indian,spanish,>25K
female,married,45 thru 54,graduated high school,retired,more than ten years,no,two,none,own,house,white,english,>25K
male,widowed,18 thru 24,college graduate,homemaker,less than one year,not married,nine or more,none,own,house,white,spanish,<=25K
female,divorced or separated,45 thru 54,grad study,professional/managerial,more than ten years,not married,two,none,own,house,white,english,>25K
female,widowed,18 thru 24,grad study,student or hs or college,less than one year,not married,three,one,live with parents/family,condominium,american indian,english,>25K
male,living together or not married,18 thru 24,1 to 3 years of college,factory worker/laborer/driver,one to three years,yes,four,none,live with parents/family,house,pacific islander,english,<=25K
male,married,65 and over,grad study,homemaker,one to three years,yes,four,none,live with parents/family,house,other,english,>25K
female,married,55 thru 64,grad study,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
male,single or never married,55 thru 64,grades 9 to 11,clerical/service worker,more than ten years,not married,nine or more,none,rent,apartment,white,other,<=25K
female,married,35 thru 44,graduated high school,clerical/service worker,seven to ten years,yes,two,none,rent,apartment,white,english,>25K
male,divorced or separated,35 thru 44,1 to 3 years of college,student or hs or college,four to six years,no,three,none,own,house,pacific islander,english,<=25K
male,single or never married,25 thru 34,graduated high school,student or hs or college,one to three years,not married,eight,none,rent,apartment,white,spanish,<=25K
female,single or never married,25 thru 34,1 to 3 years of college,sales worker,seven to ten years,not married,three,none,own,house,white,english,>25K
female,widowed,35 thru 44,graduated high school,professional/managerial,four to six years,yes,nine or more,five,rent,house,white,english,<=25K
female,married,45 thru 54,graduated high school,homemaker,seven to ten years,no,three,none,own,house,white,english,>25K
male,single or never married,45 thru 54,grade 8 or less,military,more than ten years,not married,three,one,own,other,asian,english,<=25K
female,married,25 thru 34,graduated high school,professional/managerial,more than ten years,yes,three,one,rent,apartment,black,english,>25K
female,divorced or separated,18 thru 24,1 to 3 years of college,clerical/service worker,seven to ten years,no,one,none,own,other,hispanic,english,>25K
female,single or never married,55 thru 64,graduated high school,homemaker,seven to ten years,no,three,two,own,mobile home,white,spanish,>25K
male,divorced or separated,18 thru 24,grade 8 or less,professional/managerial,four to six years,not married,five,nine or more,live with parents/family,condominium,pacific islander,english,<=25K
male,single or never married,35 thru 44,grades 9 to 11,clerical/service worker,less than one year,no,five,four,rent,mobile home,white,spanish,<=25K
female,married,25 thru 34,1 to 3 years of college,homemaker,more than ten years,no,three,one,own,house,black,english,>25K
female,living together or not married,25 thru 34,college graduate,professional/managerial,four to six years,yes,two,none,rent,condominium,white,english,>25K
female,single or never married,18 thru 24,college graduate,student or hs or college,seven to ten years,yes,nine or more,none,live with parents/family,apartment,black,english,>25K
female,single or never married,18 thru 24,graduated high school,clerical/service worker,more than ten years,no,five,none,rent,mobile home,asian,english,<=25K
female,living together or not married,45 thru 54,grades 9 to 11,student or hs or college,one to three years,not married,one,one,live with parents/family,house,east indian,english,<=25K
male,living together or not married,25 thru 34,graduated high school,factory worker/laborer/driver,less than one year,no,two,nine or more,rent,house,pacific islander,spanish,>25K
female,single or never married,25 thru 34,college graduate,professional/managerial,more than ten years,not married,one,none,rent,apartment,black,english,>25K
male,divorced or separated,18 thru 24,graduated high school,professional/managerial,four to six years,yes,one,three,own,other,black,english,<=25K
female,divorced or separated,65 and over,1 to 3 years of college,retired,more than ten years,not married,three,nine or more,live with parents/family,mobile home,white,english,<=25K
male,divorced or separated,18 thru 24,graduated high school,clerical/service worker,more than ten years,not married,three,four,live with parents/family,other,pacific islander,spanish,>25K
female,living together or not married,14 thru 17,1 to 3 years of college,retired,more than ten years,no,two,nine or more,own,condominium,white,english,<=25K
female,single or never married,14 thru 17,grades 9 to 11,unemployed,more than ten years,not married,nine or more,six,live with parents/family,house,white,english,>25K
male,living together or not married,55 thru 64,1 to 3 years of college,professional/managerial,one to three years,not married,three,one,own,house,white,english,>25K
female,widowed,65 and over,grad study,retired,four to six years,not married,one,two,own,apartment,white,other,<=25K
male,married,25 thru 34,1 to 3 years of college,professional/managerial,one to three years,yes,five,two,rent,house,white,english,>25K
male,widowed,65 and over,grad study,retired,more than ten years,not married,one,none,own,condominium,white,english,>25K
male,married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,yes,five,three,rent,house,white,english,>25K
male,married,65 and over,1 to 3 years of college,retired,more than ten years,not married,three,none,own,house,white,english,>25K
male,married,35 thru 44,1 to 3 years of college,factory worker/laborer/driver,more than ten years,no,three,one,own,house,white,english,>25K
male,married,18 thru 24,grades 9 to 11,student or hs or college,more than ten years,yes,nine or more,five,live with parents/family,house,hispanic,spanish,<=25K
female,married,18 thru 24,1 to 3 years of college,homemaker,more than ten years,yes,three,three,rent,mobile home,american indian,english,<=25K
male,single or never married,18 thru 24,grad study,factory worker/laborer/driver,less than one year,no,three,five,rent,other,pacific islander,english,<=25K
female,single or never married,18 thru 24,grade 8 or less,professional/managerial,more than ten years,not married,three,none,rent,apartment,asian,english,>25K
male,single or never married,25 thru 34,grades 9 to 11,unemployed,more than ten years,no,six,six,own,mobile home,white,english,>25K
male,divorced or separated,65 and over,1 to 3 years of college,retired,more than ten years,not married,one,none,own,house,white,english,>25K
male,divorced or separated,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,not married,two,none,own,house,white,english,>25K
male,single or never married,25 thru 34,grad study,professional/managerial,seven to ten years,not married,one,none,own,condominium,white,english,>25K
female,single or never married,25 thru 34,grad study,professional/managerial,four to six years,not married,one,none,rent,mobile home,white,english,<=25K
male,married,25 thru 34,grad study,professional/managerial,more than ten years,yes,two,none,own,house,american indian,english,>25K
male,single or never married,18 thru 24,college graduate,professional/managerial,less than one year,not married,two,none,rent,apartment,white,english,>25K
female,married,45 thru 54,college graduate,professional/managerial,more than ten years,yes,four,one,own,house,white,english,>25K
female,married,18 thru 24,graduated high school,clerical/service worker,more than ten years,yes,four,two,rent,apartment,white,english,<=25K
female,married,55 thru 64,1 to 3 years of college,retired,more than ten years,no,two,none,own,house,white,english,>25K
female,married,25 thru 34,1 to 3 years of college,student or hs or college,more than ten years,yes,four,two,own,house,hispanic,english,>25K
male,single or never married,18 thru 24,grades 9 to 11,student or hs or college,more than ten years,not married,six,one,live with parents/family,house,pacific islander,english,>25K
male,married,55 thru 64,1 to 3 years of college,professional/managerial,more than ten years,yes,two,none,own,house,hispanic,english,>25K
female,widowed,45 thru 54,grades 9 to 11,sales worker,four to six years,not married,two,none,rent,other,white,spanish,<=25K
female,married,35 thru 44,1 to 3 years of college,clerical/service worker,more than ten years,yes,two,five,own,house,american indian,english,<=25K
male,divorced or separated,35 thru 44,graduated high school,professional/managerial,four to six years,not married,five,two,own,condominium,white,english,>25K
male,married,18 thru 24,graduated high school,sales worker,more than ten years,yes,nine or more,none,rent,apartment,east indian,spanish,<=25K
female,single or never married,25 thru 34,college graduate,clerical/service worker,seven to ten years,not married,three,none,own,house,white,english,>25K
female,married,55 thru 64,graduated high school,homemaker,seven to ten years,no,one,none,own,house,white,english,>25K
female,living together or not married,45 thru 54,1 to 3 years of college,homemaker,more than ten years,not married,two,none,rent,condominium,white,english,>25K
male,divorced or separated,35 thru 44,grades 9 to 11,unemployed,more than ten years,yes,four,none,live with parents/family,apartment,asian,spanish,<=25K
female,married,55 thru 64,1 to 3 years of college,professional/managerial,more than ten years,no,two,none,own,house,white,english,>25K
female,widowed,55 thru 64,college graduate,professional/managerial,more than ten years,not married,one,none,own,condominium,white,english,>25K
female,divorced or separated,35 thru 44,1 to 3 years of college,clerical/service worker,more than ten years,not married,four,one,live with parents/family,house,white,english,>25K
male,married,55 thru 64,college graduate,factory worker/laborer/driver,more than ten years,no,two,none,own,condominium,hispanic,spanish,>25K
male,single or never married,35 thru 44,grad study,clerical/service worker,four to six years,yes,six,none,own,apartment,hispanic,english,<=25K
female,single or never married,18 thru 24,college graduate,homemaker,seven to ten years,no,four,none,live with parents/family,apartment,white,spanish,>25K
male,married,45 thru 54,grad study,professional/managerial,more than ten years,no,two,none,own,house,white,english,>25K
male,living together or not married,14 thru 17,grad study,sales worker,four to six years,yes,one,three,live with parents/family,condominium,pacific islander,spanish,>25K
female,married,55 thru 64,college graduate,professional/managerial,more than ten years,yes,five,three,own,condominium,black,english,>25K
male,married,35 thru 44,1 to 3 years of college,professional/managerial,one to three years,yes,four,two,rent,apartment,white,other,>25K
female,single or never married,45 thru 54,1 to 3 years of college,clerical/service worker,more than ten years,not married,four,none,own,house,asian,other,>25K
male,single or never married,18 thru 24,1 to 3 years of college,factory worker/laborer/driver,one to three years,not married,one,three,live with parents/family,condominium,asian,other,>25K
female,living together or not married,35 thru 44,college graduate,professional/managerial,one to three years,not married,nine or more,nine or more,live with parents/family,apartment,pacific islander,spanish,<=25K
male,married,35 thru 44,grad study,professional/managerial,more than ten years,yes,six,four,own,house,white,english,>25K
female,divorced or separated,35 thru 44,1 to 3 years of college,clerical/service worker,more than ten years,not married,seven,four,live with parents/family,apartment,white,other,<=25K
male,divorced or separated,65 and over,grad study,professional/managerial,more than ten years,not married,one,none,own,house,white,english,>25K
male,living together or not married,25 thru 34,1 to 3 years of college,factory worker/laborer/driver,more than ten years,yes,six,four,rent,condominium,pacific islander,other,<=25K
female,married,45 thru 54,1 to 3 years of college,professional/managerial,seven to ten years,yes,two,none,rent,apartment,white,english,>25K
male,married,55 thru 64,1 to 3 years of college,student or hs or college,more than ten years,no,two,none,own,condominium,east indian,spanish,<=25K
female,married,25 thru 34,grad study,professional/managerial,seven to ten years,yes,two,none,own,house,white,english,>25K
male,living together or not married,65 and over,grad study,unemployed,more than ten years,not married,two,none,rent,apartment,white,other,>25K
female,living together or not married,14 thru 17,grade 8 or less,clerical/service worker,less than one year,not married,three,four,rent,other,white,english,>25K
male,widowed,65 and over,grades 9 to 11,retired,four to six years,not married,three,none,own,condominium,white,english,<=25K
female,single or never married,25 thru 34,graduated high school,unemployed,one to three years,not married,nine or more,five,rent,mobile home,black,english,>25K
male,single or never married,14 thru 17,1 to 3 years of college,unemployed,more than ten years,not married,three,nine or more,live with parents/family,condominium,black,spanish,<=25K
female,single or never married,55 thru 64,1 to 3 years of college,military,four to six years,not married,three,one,own,mobile home,pacific islander,english,<=25K
female,married,25 thru 34,1 to 3 years of college,homemaker,more than ten years,no,three,one,own,house,hispanic,english,>25K
male,married,55 thru 64,grad study,retired,more than ten years,no,two,none,own,house,white,english,>25K
female,living together or not married,25 thru 34,grad study,professional/managerial,seven to ten years,not married,two,none,rent,apartment,white,english,>25K
male,single or never married,18 thru 24,1 to 3 years of college,sales worker,seven to ten years,yes,six,none,rent,other,hispanic,english,<=25K
male,divorced or separated,55 thru 64,grad study,retired,more than ten years,not married,two,none,rent,house,white,english,>25K
male,married,35 thru 44,college graduate,professional/managerial,seven to ten years,no,five,one,own,house,white,english,>25K
male,married,25 thru 34,1 to 3 years of college,factory worker/laborer/driver,more than ten years,yes,seven,five,rent,house,white,english,>25K
female,married,55 thru 64,college graduate,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
male,living together or not married,25 thru 34,college graduate,student or hs or college,one to three years,not married,six,none,live with parents/family,apartment,asian,spanish,<=25K
female,divorced or separated,25 thru 34,college graduate,sales worker,seven to ten years,yes,one,four,rent,apartment,asian,english,<=25K
female,single or never married,35 thru 44,1 to 3 years of college,professional/managerial,seven to ten years,not married,two,one,own,other,asian,english,>25K
female,single or never married,14 thru 17,1 to 3 years of college,retired,one to three years,no,two,three,rent,mobile home,asian,other,<=25K
male,married,45 thru 54,grad study,retired,more than ten years,no,four,one,own,house,american indian,english,>25K
male,married,25 thru 34,1 to 3 years of college,professional/managerial,one to three years,yes,two,none,rent,house,white,english,>25K
male,single or never married,18 thru 24,1 to 3 years of college,homemaker,more than ten years,yes,one,nine or more,rent,mobile home,asian,english,<=25K
female,single or never married,18 thru 24,graduated high school,homemaker,less than one year,not married,seven,nine or more,own,house,east indian,spanish,>25K
male,divorced or separated,25 thru 34,graduated high school,sales worker,more than ten years,not married,two,none,own,house,white,english,>25K
male,single or never married,18 thru 24,grade 8 or less,unemployed,less than one year,yes,seven,two,live with parents/family,condominium,white,other,>25K
male,divorced or separated,55 thru 64,grad study,professional/managerial,more than ten years,not married,one,none,own,house,white,english,>25K
female,married,35 thru 44,1 to 3 years of college,clerical/service worker,more than ten years,yes,two,none,own,house,hispanic,english,>25K
male,single or never married,25 thru 34,grad study,professional/managerial,more than ten years,not married,one,none,own,other,pacific islander,english,>25K
male,single or never married,25 thru 34,grad study,sales worker,seven to ten years,not married,one,none,own,house,asian,other,>25K
female,married,25 thru 34,graduated high school,factory worker/laborer/driver,more than ten years,no,six,none,live with parents/family,house,hispanic,other,<=25K
male,single or never married,14 thru 17,grades 9 to 11,student or hs or college,seven to ten years,no,three,five,live with parents/family,house,white,spanish,>25K
female,married,35 thru 44,1 to 3 years of college,sales worker,more than ten years,yes,four,one,own,house,white,english,>25K
male,single or never married,18 thru 24,grades 9 to 11,sales worker,four to six years,not married,one,five,live with parents/family,house,american indian,other,<=25K
female,married,35 thru 44,college graduate,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
female,married,45 thru 54,1 to 3 years of college,homemaker,one to three years,no,four,two,own,house,white,english,>25K
female,married,25 thru 34,college graduate,sales worker,more than ten years,yes,two,none,own,house,white,english,>25K
female,divorced or separated,25 thru 34,graduated high school,clerical/service worker,less than one year,not married,eight,one,own,mobile home,hispanic,english,>25K
female,single or never married,25 thru 34,college graduate,retired,seven to ten years,no,two,three,rent,mobile home,black,english,<=25K
female,married,18 thru 24,1 to 3 years of college,sales worker,more than ten years,yes,two,none,rent,apartment,white,english,>25K
male,married,55 thru 64,graduated high school,factory worker/laborer/driver,more than ten years,yes,three,one,rent,apartment,hispanic,spanish,>25K
female,married,45 thru 54,graduated high school,factory worker/laborer/driver,more than ten years,yes,three,one,own,house,white,english,>25K
male,divorced or separated,35 thru 44,grad study,professional/managerial,more than ten years,not married,one,none,own,house,other,english,>25K
male,single or never married,25 thru 34,college graduate,professional/managerial,one to three years,not married,three,none,rent,house,other,english,>25K
male,single or never married,18 thru 24,1 to 3 years of college,clerical/service worker,one to three years,yes,four,five,own,house,east indian,spanish,<=25K
female,married,45 thru 54,1 to 3 years of college,sales worker,more than ten years,yes,two,none,own,house,hispanic,english,>25K
female,single or never married,35 thru 44,1 to 3 years of college,retired,four to six years,not married,eight,none,rent,apartment,white,other,<=25K
male,married,25 thru 34,graduated high school,retired,more than ten years,no,two,four,rent,house,white,english,>25K
male,living together or not married,25 thru 34,college graduate,professional/managerial,more than ten years,not married,two,none,rent,apartment,white,english,>25K
female,divorced or separated,45 thru 54,grad study,professional/managerial,four to six years,not married,two,one,rent,apartment,white,english,>25K
female,widowed,14 thru 17,grades 9 to 11,clerical/service worker,more than ten years,yes,one,five,live with parents/family,house,east indian,english,<=25K
male,single or never married,18 thru 24,college graduate,clerical/service worker,more than ten years,no,one,none,own,house,east indian,other,<=25K
male,divorced or separated,45 thru 54,college graduate,professional/managerial,more than ten years,yes,seven,three,own,house,white,other,<=25K
male,widowed,14 thru 17,1 to 3 years of college,professional/managerial,four to six years,yes,one,six,rent,mobile home,asian,english,<=25K
female,married,45 thru 54,college graduate,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
female,married,18 thru 24,college graduate,homemaker,more than ten years,yes,six,nine or more,own,other,east indian,other,<=25K
female,divorced or separated,35 thru 44,graduated high school,professional/managerial,more than ten years,not married,three,two,rent,house,hispanic,english,<=25K
male,married,25 thru 34,college graduate,professional/managerial,seven to ten years,yes,two,none,own,house,white,english,>25K
male,living together or not married,18 thru 24,graduated high school,student or hs or college,more than ten years,yes,two,none,own,condominium,pacific islander,other,<=25K
male,single or never married,14 thru 17,grades 9 to 11,sales worker,one to three years,yes,two,two,live with parents/family,other,white,other,<=25K
male,single or never married,18 thru 24,1 to 3 years of college,professional/managerial,more than ten years,not married,eight,none,own,house,asian,english,>25K
female,divorced or separated,45 thru 54,college graduate,professional/managerial,one to three years,not married,two,two,rent,house,american indian,other,<=25K
male,widowed,18 thru 24,grades 9 to 11,military,more than ten years,not married,seven,one,own,house,hispanic,other,<=25K
male,married,25 thru 34,1 to 3 years of college,professional/managerial,seven to ten years,yes,four,two,rent,house,white,english,>25K
female,married,55 thru 64,graduated high school,homemaker,more than ten years,no,four,none,own,house,black,english,>25K
female,widowed,18 thru 24,1 to 3 years of college,retired,more than ten years,not married,three,none,live with parents/family,house,white,other,<=25K
male,single or never married,14 thru 17,grade 8 or less,retired,four to six years,not married,four,seven,rent,mobile home,pacific islander,english,>25K
female,divorced or separated,35 thru 44,college graduate,professional/managerial,more than ten years,not married,one,none,rent,house,white,english,>25K
male,married,65 and over,college graduate,retired,less than one year,no,three,none,own,house,white,english,>25K
male,married,45 thru 54,college graduate,professional/managerial,more than ten years,no,two,none,own,house,white,english,>25K
male,divorced or separated,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,not married,one,none,own,house,asian,english,>25K
male,married,25 thru 34,graduated high school,factory worker/laborer/driver,more than ten years,yes,four,two,rent,other,white,english,>25K
male,married,55 thru 64,graduated high school,retired,seven to ten years,no,two,none,own,house,white,english,>25K
male,single or never married,25 thru 34,college graduate,professional/managerial,more than ten years,not married,one,none,rent,house,hispanic,english,>25K
female,single or never married,25 thru 34,1 to 3 years of college,sales worker,less than one year,yes,five,none,rent,mobile home,east indian,spanish,<=25K
male,married,55 thru 64,grad study,professional/managerial,seven to ten years,yes,three,none,own,house,white,english,>25K
female,single or never married,45 thru 54,graduated high school,student or hs or college,more than ten years,no,one,two,rent,other,black,english,<=25K
male,married,35 thru 44,college graduate,factory worker/laborer/driver,four to six years,no,four,two,own,house,white,english,>25K
female,divorced or separated,25 thru 34,grade 8 or less,professional/managerial,one to three years,not married,seven,two,own,mobile home,asian,spanish,<=25K
female,living together or not married,45 thru 54,grades 9 to 11,professional/managerial,seven to ten years,no,five,none,rent,house,pacific islander,other,<=25K
male,married,18 thru 24,graduated high school,military,one to three years,no,eight,one,rent,other,hispanic,other,>25K
male,single or never married,18 thru 24,college graduate,professional/managerial,one to three years,not married,five,none,rent,house,white,english,>25K
female,divorced or separated,45 thru 54,1 to 3 years of college,professional/managerial,more than ten years,not married,two,none,rent,condominium,white,english,>25K
male,married,25 thru 34,1 to 3 years of college,professional/managerial,one to three years,no,seven,none,own,other,east indian,other,<=25K
female,single or never married,14 thru 17,grades 9 to 11,sales worker,more than ten years,yes,eight,one,rent,apartment,white,other,<=25K
male,single or never married,18 thru 24,graduated high school,homemaker,one to three years,yes,two,four,rent,apartment,american indian,english,<=25K
female,married,55 thru 64,1 to 3 years of college,homemaker,more than ten years,no,three,none,own,house,white,english,>25K
female,married,25 thru 34,college graduate,sales worker,more than ten years,yes,five,three,rent,house,white,english,>25K
male,living together or not married,18 thru 24,college graduate,professional/managerial,more than ten years,yes,two,three,live with parents/family,mobile home,asian,english,<=25K
male,married,35 thru 44,graduated high school,factory worker/laborer/driver,more than ten years,yes,three,one,rent,apartment,white,english,>25K
female,married,35 thru 44,college graduate,professional/managerial,more than ten years,no,four,one,own,house,black,english,>25K
female,living together or not married,35 thru 44,grade 8 or less,student or hs or college,more than ten years,not married,two,nine or more,live with parents/family,apartment,white,other,<=25K
female,married,65 and over,grade 8 or less,retired,more than ten years,yes,nine or more,nine or more,own,condominium,american indian,spanish,<=25K
female,married,18 thru 24,graduated high school,homemaker,seven to ten years,not married,nine or more,two,own,house,white,other,<=25K
female,divorced or separated,18 thru 24,graduated high school,professional/managerial,more than ten years,no,two,none,live with parents/family,apartment,pacific islander,other,<=25K
male,married,45 thru 54,1 to 3 years of college,professional/managerial,one to three years,not married,six,five,rent,apartment,white,english,<=25K
female,married,25 thru 34,graduated high school,homemaker,more than ten years,no,three,one,rent,house,white,english,>25K
