cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,label
<nil>,f,g,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,g,p
x,y,e,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l,p
x,f,w,f,n,f,c,n,b,t,s,s,w,w,p,w,<nil>,e,w,v,w,e
<nil>,y,u,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,e
c,y,u,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,<nil>,g,e
<nil>,y,e,f,s,f,c,n,b,t,s,s,p,<nil>,p,w,o,e,w,<nil>,l,p
<nil>,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p,e
x,y,y,f,n,f,c,n,b,t,s,s,w,<nil>,p,w,o,e,w,v,d,e
<nil>,y,e,f,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
k,y,n,f,n,f,c,n,b,t,s,s,w,w,p,<nil>,o,e,w,v,g,p
<nil>,g,y,f,n,a,c,b,b,e,s,f,w,<nil>,p,w,o,p,<nil>,v,<nil>,e
b,y,n,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,v,g,p
f,f,g,t,<nil>,f,c,b,b,e,s,<nil>,w,w,p,<nil>,o,p,k,v,d,e
<nil>,y,y,f,n,f,c,n,b,t,s,s,w,w,p,<nil>,o,e,w,v,u,e
b,y,<nil>,f,n,f,c,n,g,t,s,s,w,w,p,w,o,e,w,v,l,e
<nil>,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l,p
<nil>,<nil>,u,f,n,f,w,n,b,t,s,s,w,o,p,w,o,e,w,v,d,e
x,y,n,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,<nil>,n,f,<nil>,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
x,y,g,f,n,f,c,n,b,t,s,s,w,w,p,w,<nil>,e,w,v,g,p
<nil>,y,u,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,y,u,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l,e
f,g,g,t,n,a,c,n,p,e,s,s,o,b,p,w,o,p,b,<nil>,d,e
<nil>,y,e,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l,p
b,y,g,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,g,y,<nil>,n,a,c,b,e,e,s,k,y,w,p,w,o,p,b,a,<nil>,e
<nil>,f,<nil>,f,f,f,<nil>,b,b,e,k,k,w,w,p,w,o,l,h,v,p,p
<nil>,f,y,<nil>,f,<nil>,c,b,b,e,k,k,w,w,p,w,o,l,h,v,g,p
<nil>,f,y,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,d,p
<nil>,y,u,t,n,f,c,b,b,e,s,f,w,<nil>,p,w,o,p,<nil>,v,<nil>,e
b,f,g,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,g,p
x,y,n,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,o,<nil>,w,v,d,e
k,y,p,t,n,a,c,n,b,e,s,s,w,w,p,w,o,p,n,v,g,e
<nil>,<nil>,n,f,n,f,c,n,b,t,s,s,w,w,p,w,<nil>,e,w,v,d,e
<nil>,<nil>,y,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,<nil>,v,g,p
<nil>,y,w,f,n,<nil>,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,u,e
<nil>,y,y,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,u,e
<nil>,f,g,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,p
<nil>,f,y,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,d,p
x,y,e,t,n,f,c,n,<nil>,e,s,s,w,w,p,w,<nil>,p,k,<nil>,g,e
k,s,<nil>,f,n,a,c,b,w,e,s,y,w,w,p,w,o,p,<nil>,v,u,e
f,y,e,f,y,f,c,n,b,t,s,s,<nil>,w,p,w,o,<nil>,w,v,g,p
<nil>,y,<nil>,<nil>,n,a,c,n,b,e,s,<nil>,w,w,p,w,o,e,w,v,<nil>,e
b,y,u,t,n,f,c,n,b,e,s,s,w,w,p,w,o,p,k,v,g,e
<nil>,f,<nil>,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,p,p
<nil>,y,<nil>,f,n,<nil>,c,n,b,t,s,s,w,w,p,<nil>,o,e,w,v,p,e
<nil>,f,b,f,<nil>,f,c,b,b,t,s,<nil>,w,w,p,w,o,<nil>,y,v,<nil>,e
f,f,g,f,f,f,c,b,b,e,k,k,w,w,p,w,o,<nil>,h,v,g,p
b,y,y,t,n,f,c,b,b,e,s,k,w,w,p,w,o,p,k,v,g,e
b,y,w,t,n,a,c,n,b,e,s,s,w,w,p,w,o,p,n,v,<nil>,e
f,y,<nil>,<nil>,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p,p
f,<nil>,n,t,n,a,c,n,b,e,s,s,<nil>,w,p,w,o,p,n,<nil>,u,p
<nil>,<nil>,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
x,f,p,t,n,f,c,b,b,e,s,k,w,w,p,w,o,p,k,v,w,e
b,f,g,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,<nil>,p
<nil>,y,e,f,n,f,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,<nil>,<nil>,p
<nil>,g,n,t,n,a,c,n,b,e,s,s,w,<nil>,p,w,t,l,u,v,<nil>,e
f,y,b,f,n,f,c,n,b,t,s,s,p,w,p,w,o,p,<nil>,n,d,e
b,<nil>,<nil>,t,n,f,c,b,b,e,s,k,w,w,p,<nil>,o,p,k,v,p,e
s,y,u,t,n,f,c,n,<nil>,e,s,s,w,w,p,w,o,p,k,v,d,e
<nil>,y,w,f,n,f,<nil>,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
b,f,g,f,f,<nil>,c,b,b,e,k,k,w,w,p,w,<nil>,l,h,v,<nil>,p
x,y,u,f,n,a,c,n,b,e,s,s,w,w,p,<nil>,<nil>,<nil>,n,v,u,e
f,f,g,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,d,p
<nil>,g,e,<nil>,n,a,c,b,b,t,s,y,e,b,p,w,o,p,o,v,<nil>,e
x,y,w,<nil>,n,f,<nil>,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
<nil>,f,b,f,n,a,c,b,b,<nil>,s,s,w,w,p,<nil>,o,p,o,v,l,e
<nil>,s,g,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,w,e
<nil>,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,<nil>,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,<nil>,o,e,<nil>,v,p,p
b,f,g,f,f,f,c,b,b,e,k,k,w,w,p,w,<nil>,l,h,v,<nil>,p
f,f,g,<nil>,f,f,c,b,<nil>,e,k,k,n,b,p,w,o,l,h,v,g,p
<nil>,f,b,<nil>,n,a,c,b,b,e,s,f,w,w,p,w,o,p,o,v,l,e
<nil>,y,n,<nil>,p,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
b,f,e,f,n,f,c,b,b,e,s,k,w,w,p,w,t,p,o,v,w,e
k,y,b,t,<nil>,a,c,n,b,e,s,s,w,w,p,w,o,p,n,v,p,e
<nil>,y,b,f,n,f,c,n,b,t,s,s,<nil>,w,p,w,o,e,w,v,<nil>,e
<nil>,y,n,f,f,f,c,n,b,t,s,s,<nil>,w,p,w,o,e,w,v,g,p
<nil>,y,u,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,w,e
x,y,e,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,<nil>,e,w,v,<nil>,p
<nil>,y,y,<nil>,n,a,c,n,b,e,s,s,w,w,p,w,o,p,n,v,u,e
<nil>,y,e,f,y,f,c,n,b,t,s,s,w,w,p,<nil>,o,e,w,v,g,p
x,y,<nil>,f,n,<nil>,c,n,b,t,s,s,w,w,p,w,<nil>,e,w,v,g,p
<nil>,g,p,t,n,a,c,b,b,t,<nil>,y,w,<nil>,p,w,o,p,y,v,<nil>,e
<nil>,y,e,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,p
<nil>,y,<nil>,f,s,f,c,n,b,t,s,s,w,w,p,<nil>,<nil>,e,w,v,p,p
<nil>,y,e,f,n,f,<nil>,n,b,t,s,s,w,w,p,w,o,e,w,v,u,e
<nil>,y,e,f,n,f,c,n,b,t,s,s,w,w,p,<nil>,o,e,w,v,g,p
<nil>,y,<nil>,f,f,f,c,n,b,t,s,s,w,w,p,w,o,e,<nil>,v,g,p
<nil>,f,<nil>,t,n,f,w,b,<nil>,e,<nil>,f,w,e,p,w,o,p,k,v,l,e
<nil>,y,u,f,n,f,c,n,b,t,s,s,w,w,p,w,<nil>,e,w,v,<nil>,e
<nil>,<nil>,<nil>,f,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,y,w,f,n,f,c,n,b,t,s,s,w,w,p,w,o,<nil>,w,<nil>,m,p
x,y,g,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,p
x,y,u,f,n,f,c,n,<nil>,t,<nil>,s,w,w,p,w,o,e,w,<nil>,g,p
x,y,w,f,p,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,<nil>,g,p
x,y,<nil>,f,n,f,c,n,b,t,s,s,b,w,p,w,o,e,w,<nil>,p,e
<nil>,y,w,f,<nil>,f,<nil>,n,b,t,<nil>,s,<nil>,w,p,w,o,e,w,v,<nil>,e
<nil>,y,u,f,n,f,c,n,b,t,s,s,w,w,p,<nil>,o,e,<nil>,v,g,p
<nil>,f,e,f,n,a,c,b,b,e,s,f,w,w,p,w,o,p,o,v,d,e
b,y,b,f,n,f,c,n,b,t,s,s,w,w,p,w,o,<nil>,w,v,g,p
x,y,n,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,v,g,p
b,y,u,f,n,f,<nil>,n,b,t,s,s,w,w,p,<nil>,o,e,w,v,m,e
<nil>,y,<nil>,f,n,a,c,<nil>,b,e,s,s,w,w,p,w,o,p,n,v,p,e
x,y,p,f,n,a,c,n,b,e,s,s,w,w,p,w,o,p,n,v,<nil>,e
b,y,p,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,w,e
<nil>,y,u,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,u,e
<nil>,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l,e
k,y,g,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,v,d,e
x,y,n,f,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,y,u,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,l,e
b,y,b,f,n,a,c,n,b,t,k,s,w,w,p,w,o,e,y,v,<nil>,e
<nil>,y,u,f,n,f,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,<nil>,e
<nil>,y,n,f,<nil>,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
x,y,<nil>,f,n,f,w,<nil>,e,t,s,s,w,w,p,w,o,e,w,n,g,e
s,y,b,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
x,y,<nil>,f,n,<nil>,c,n,b,t,s,s,w,w,p,w,<nil>,e,w,v,p,p
s,y,g,f,n,f,c,n,b,t,s,s,w,w,p,w,<nil>,e,w,v,g,e
<nil>,f,g,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,<nil>,v,g,p
<nil>,y,y,f,n,f,c,n,<nil>,<nil>,s,s,w,w,p,w,o,e,<nil>,v,g,p
<nil>,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,<nil>,g,p
<nil>,y,w,f,l,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,m,e
x,s,u,<nil>,n,f,c,n,b,t,s,s,b,w,p,w,o,e,w,<nil>,<nil>,e
f,f,g,<nil>,f,f,c,b,b,e,k,<nil>,w,w,p,w,o,l,h,v,g,p
c,s,<nil>,f,<nil>,f,c,n,<nil>,t,s,s,o,w,p,w,t,e,w,y,<nil>,e
<nil>,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p,e
<nil>,y,n,t,n,f,<nil>,n,b,e,s,s,w,w,p,w,<nil>,p,k,v,d,e
<nil>,y,b,f,n,f,c,n,b,t,s,s,w,w,p,w,o,<nil>,w,v,d,e
s,y,r,f,n,f,c,n,b,t,s,s,w,w,p,<nil>,<nil>,e,w,v,<nil>,e
<nil>,y,u,t,n,f,c,n,b,e,s,s,w,w,p,w,o,p,k,v,g,e
<nil>,y,w,<nil>,n,a,c,b,b,e,s,s,w,w,p,w,o,p,n,v,l,e
f,y,e,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,v,d,e
<nil>,f,<nil>,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,p,p
x,y,<nil>,<nil>,n,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,v,p,e
<nil>,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,w,e
<nil>,f,g,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,g,p
<nil>,y,e,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,p
x,y,w,t,n,f,c,n,b,t,s,s,w,w,p,w,o,e,<nil>,v,u,p
<nil>,y,u,t,n,f,c,n,b,e,s,s,w,w,p,w,o,p,k,v,l,e
k,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,<nil>,e,w,v,l,p
<nil>,y,e,f,<nil>,f,<nil>,n,b,t,s,<nil>,w,w,p,w,o,e,w,v,g,p
<nil>,y,u,f,n,f,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,<nil>,e
f,y,p,t,n,f,c,b,b,e,s,f,w,w,p,w,<nil>,p,k,v,<nil>,e
<nil>,f,y,f,f,f,c,<nil>,b,e,k,<nil>,w,w,p,w,o,l,h,v,d,p
f,y,y,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,<nil>,e,w,v,<nil>,p
f,y,e,f,f,<nil>,c,n,b,t,s,s,w,w,p,w,o,e,w,<nil>,g,p
b,f,w,<nil>,n,f,c,n,b,e,s,s,w,w,p,w,o,p,k,v,w,e
<nil>,y,n,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,y,n,f,f,f,<nil>,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,y,u,t,n,f,c,n,b,e,s,s,w,w,p,w,o,p,k,v,l,e
k,y,<nil>,f,n,f,c,n,g,e,y,s,w,w,p,w,o,e,<nil>,v,<nil>,e
<nil>,y,n,f,n,f,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,g,p
<nil>,f,<nil>,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,p,p
<nil>,y,n,f,n,f,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,<nil>,p
<nil>,<nil>,b,f,n,f,c,<nil>,b,t,s,s,w,b,p,<nil>,o,e,w,v,m,e
f,f,<nil>,t,n,f,c,b,b,t,s,y,w,<nil>,p,w,o,p,<nil>,v,w,e
<nil>,y,w,f,f,f,c,n,b,t,s,<nil>,w,w,p,w,o,e,<nil>,v,g,p
<nil>,y,y,f,n,f,c,n,b,e,k,s,w,w,p,w,o,l,h,v,l,e
<nil>,y,p,t,<nil>,a,c,b,b,e,s,<nil>,w,w,p,w,o,p,k,v,<nil>,e
<nil>,f,y,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,d,p
<nil>,y,p,<nil>,<nil>,f,c,n,b,t,s,s,w,e,p,w,o,e,w,v,w,e
<nil>,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,y,w,f,n,f,<nil>,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,y,n,f,s,f,c,n,b,t,s,s,w,w,p,<nil>,o,<nil>,w,<nil>,<nil>,p
x,y,w,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
s,y,p,f,n,f,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,l,e
<nil>,f,g,f,n,f,c,n,b,t,s,s,w,w,p,w,<nil>,e,w,v,<nil>,e
<nil>,y,e,f,n,f,c,n,b,t,s,s,<nil>,w,p,w,o,e,<nil>,v,<nil>,e
<nil>,y,r,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,p
b,y,u,<nil>,n,<nil>,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
b,y,n,f,n,f,c,n,w,t,s,s,w,w,p,w,<nil>,e,w,<nil>,m,e
<nil>,y,u,f,n,a,c,b,b,t,<nil>,y,w,w,p,w,o,p,y,v,<nil>,e
<nil>,y,e,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
<nil>,y,<nil>,f,n,f,c,n,b,t,s,s,w,<nil>,p,w,<nil>,e,w,v,g,p
f,y,<nil>,f,n,f,c,n,b,t,<nil>,s,w,w,p,w,o,<nil>,w,v,g,p
f,s,<nil>,<nil>,n,a,c,b,b,t,s,<nil>,w,w,p,w,o,p,w,v,d,p
<nil>,f,y,t,n,f,w,b,b,e,s,y,w,w,p,w,o,p,k,v,<nil>,e
<nil>,f,g,f,f,f,c,b,b,e,k,k,w,w,p,w,<nil>,l,h,v,<nil>,p
<nil>,y,u,f,n,f,c,n,b,t,s,s,w,<nil>,p,w,o,e,w,v,g,e
x,y,y,f,n,f,c,n,b,t,s,s,p,w,p,w,o,e,<nil>,<nil>,g,e
x,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,p
<nil>,<nil>,g,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,<nil>,v,g,p
b,f,g,f,f,f,c,b,b,e,k,k,w,w,p,w,o,<nil>,h,v,<nil>,p
<nil>,f,<nil>,f,n,f,c,n,p,t,s,s,y,w,p,w,o,e,w,<nil>,g,e
<nil>,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
x,y,y,<nil>,l,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,v,g,p
x,y,n,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,<nil>,v,g,p
<nil>,y,n,f,a,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
<nil>,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,<nil>,<nil>,e
x,<nil>,n,f,s,f,c,n,b,<nil>,<nil>,<nil>,w,w,p,w,o,e,w,v,g,p
<nil>,y,u,t,n,f,c,b,b,e,s,s,w,w,p,w,o,p,<nil>,v,g,p
<nil>,y,e,f,n,a,c,n,b,e,s,s,w,w,p,w,o,p,n,v,<nil>,e
<nil>,s,g,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,<nil>,v,<nil>,e
b,y,y,f,n,f,c,n,u,t,s,s,w,w,p,w,o,e,w,<nil>,d,e
f,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,<nil>,<nil>,e,w,v,p,e
f,y,n,f,n,f,c,n,b,t,s,s,w,<nil>,p,w,o,e,<nil>,v,<nil>,e
<nil>,y,n,<nil>,<nil>,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
b,f,y,f,f,f,<nil>,b,b,e,k,k,w,w,p,w,o,l,h,v,g,p
x,y,n,f,<nil>,<nil>,<nil>,n,b,t,s,s,w,w,p,w,o,<nil>,w,v,g,p
<nil>,f,<nil>,f,n,f,c,n,b,t,s,s,<nil>,w,p,w,o,e,w,v,g,p
<nil>,y,b,<nil>,n,a,<nil>,b,b,t,s,<nil>,w,w,p,w,o,p,y,v,w,e
<nil>,s,<nil>,f,n,a,c,b,b,e,s,s,w,w,p,w,o,p,n,v,d,p
<nil>,y,e,f,n,f,c,n,w,t,s,s,w,w,p,w,o,e,w,y,d,e
f,y,p,f,n,f,c,n,<nil>,t,s,s,w,w,p,<nil>,o,e,w,v,<nil>,e
x,y,e,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,v,d,e
<nil>,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,y,r,f,n,a,c,b,o,t,s,s,w,w,p,w,o,p,y,s,w,e
<nil>,s,u,<nil>,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,u,e
f,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,u,e
<nil>,y,p,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,e
<nil>,y,n,f,f,f,c,n,b,t,s,s,w,<nil>,p,w,o,e,w,v,<nil>,p
<nil>,y,w,t,n,f,c,n,b,<nil>,k,s,w,<nil>,p,<nil>,n,n,<nil>,v,u,e
<nil>,y,e,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,p
<nil>,y,y,f,<nil>,a,c,b,b,e,s,k,w,w,p,w,t,p,r,v,w,e
k,y,b,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l,e
b,y,u,<nil>,n,f,c,n,<nil>,t,s,s,<nil>,w,p,w,<nil>,e,w,<nil>,u,e
k,y,<nil>,f,s,f,c,n,<nil>,t,s,s,<nil>,w,p,w,o,e,<nil>,v,p,p
<nil>,y,<nil>,f,n,a,c,<nil>,b,e,s,f,w,w,p,w,o,p,b,v,p,e
<nil>,y,e,f,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
b,f,g,f,<nil>,f,c,b,<nil>,e,<nil>,k,w,b,p,w,o,l,h,v,d,p
f,f,<nil>,f,f,f,c,b,b,e,k,k,w,<nil>,p,w,o,l,h,v,p,p
b,f,<nil>,f,n,a,c,b,b,t,s,f,w,w,p,w,o,p,y,s,l,e
<nil>,<nil>,<nil>,f,f,f,c,b,b,e,<nil>,k,w,w,p,w,<nil>,l,h,v,p,p
x,<nil>,<nil>,f,c,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,p
k,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,y,e,f,n,f,c,n,b,t,s,<nil>,w,w,p,<nil>,o,e,w,v,d,p
<nil>,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
<nil>,y,e,f,y,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
k,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
b,y,y,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,<nil>,v,d,p
b,f,g,f,f,<nil>,c,b,b,e,k,k,w,<nil>,p,w,<nil>,l,h,v,<nil>,p
<nil>,y,u,f,n,f,<nil>,n,b,t,s,s,w,w,p,w,o,e,w,<nil>,u,p
x,y,u,t,n,f,c,b,b,e,s,k,w,w,p,w,o,p,k,v,w,e
k,y,n,f,n,f,<nil>,n,b,<nil>,s,s,w,w,p,w,o,e,w,v,l,p
<nil>,y,<nil>,f,n,f,<nil>,b,b,t,s,s,<nil>,w,p,w,o,e,w,v,p,e
b,s,e,f,n,a,c,n,b,e,s,s,w,w,p,w,o,p,n,v,d,e
<nil>,y,e,f,n,f,c,n,b,t,s,s,w,<nil>,p,w,o,e,w,v,<nil>,e
<nil>,y,b,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
x,y,u,t,n,f,c,n,b,e,s,s,w,w,p,<nil>,<nil>,p,k,v,g,p
x,f,y,f,f,f,c,b,<nil>,e,k,k,w,w,p,<nil>,<nil>,l,h,v,p,p
<nil>,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p,e
b,f,g,f,f,f,c,b,<nil>,e,k,k,w,w,p,w,o,l,h,v,p,p
k,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,p
<nil>,f,g,f,n,a,c,b,b,e,s,s,w,w,p,w,o,l,u,<nil>,w,e
<nil>,y,u,f,n,f,c,n,b,t,s,s,w,w,p,w,o,<nil>,w,v,w,e
f,f,g,f,f,f,c,b,b,e,<nil>,k,w,w,p,w,o,l,h,v,p,p
<nil>,y,n,f,n,f,c,n,b,t,s,s,w,w,p,<nil>,o,e,w,v,g,p
f,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,y,<nil>,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p,p
x,y,n,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l,p
<nil>,y,g,<nil>,n,f,c,n,b,t,s,s,b,e,p,w,o,e,w,<nil>,<nil>,e
<nil>,<nil>,e,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,e
f,y,y,t,n,a,c,<nil>,<nil>,t,s,<nil>,w,w,p,w,o,p,n,v,g,e
x,y,u,t,n,f,c,n,b,e,s,s,w,w,p,w,o,p,k,v,g,e
b,f,g,f,f,f,c,b,b,e,k,k,<nil>,w,p,w,o,l,h,v,<nil>,p
x,y,y,f,n,f,c,n,b,t,s,s,w,w,p,w,<nil>,e,w,<nil>,m,e
x,y,e,f,y,f,c,n,b,t,s,s,<nil>,w,p,w,o,e,w,<nil>,d,p
x,f,y,f,f,f,c,b,<nil>,e,k,<nil>,w,w,p,w,o,l,h,v,<nil>,p
<nil>,f,g,f,f,f,c,b,b,e,<nil>,k,w,w,p,w,o,l,h,v,d,p
<nil>,y,n,f,n,f,c,n,b,t,s,s,w,w,p,<nil>,<nil>,<nil>,w,v,d,p
<nil>,y,w,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,<nil>,m,p
f,g,<nil>,f,n,a,c,b,b,e,s,f,w,w,p,w,o,p,o,v,p,e
s,g,<nil>,<nil>,n,f,c,b,e,e,s,s,e,b,p,w,<nil>,p,k,s,d,e
x,y,u,t,n,<nil>,c,n,b,e,s,s,w,w,p,w,o,p,k,<nil>,g,p
f,y,<nil>,f,s,f,c,n,b,t,s,<nil>,w,w,p,w,o,e,w,v,d,p
b,y,b,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,s,g,e
b,<nil>,y,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,g,p
<nil>,f,g,t,<nil>,a,c,n,b,t,s,s,w,w,p,w,o,n,u,v,u,e
k,y,n,f,n,f,<nil>,n,<nil>,t,s,s,w,w,p,w,o,e,w,v,g,p
k,y,b,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,e
k,y,n,f,<nil>,f,c,n,<nil>,t,<nil>,s,w,w,p,<nil>,o,e,w,v,<nil>,p
<nil>,y,<nil>,<nil>,<nil>,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,g,p
x,s,g,f,n,<nil>,<nil>,n,b,e,s,s,w,w,p,w,o,p,k,v,d,e
b,f,n,f,n,a,c,b,<nil>,t,s,y,w,w,p,w,o,p,y,v,<nil>,e
