cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,label
x,y,n,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l,p
x,s,g,t,f,f,c,b,p,t,s,f,w,w,p,w,o,p,h,s,g,p
k,y,e,f,y,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,p,p
f,y,y,f,a,a,w,b,w,t,k,y,y,o,p,y,n,e,k,y,w,e
f,f,c,f,n,f,w,n,w,e,s,s,w,n,p,w,o,e,w,v,l,p
x,s,p,f,c,f,w,n,n,e,s,s,w,w,p,w,o,p,k,v,d,p
s,y,w,f,n,a,w,b,b,t,f,y,o,o,p,w,t,e,r,s,l,e
x,y,g,f,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,v,d,p
x,y,e,f,y,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,d,p
x,y,e,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,d,p
k,y,e,t,n,f,w,b,n,e,s,k,w,y,p,y,n,e,b,c,p,e
b,s,p,t,n,f,w,b,w,e,k,s,b,w,p,w,t,p,b,c,g,e
b,g,p,t,n,f,c,b,n,e,y,y,b,w,p,n,o,p,w,v,d,e
c,f,y,t,n,a,c,b,y,e,k,k,p,p,p,n,n,l,k,v,g,e
x,y,g,f,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,v,p,p
k,f,n,f,n,a,c,b,g,e,y,k,w,e,p,y,o,p,k,v,l,e
k,y,n,f,y,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,p,p
k,s,w,t,n,f,w,b,g,t,k,k,o,e,p,w,n,e,k,c,g,e
x,s,e,f,s,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,d,p
x,s,n,f,n,f,w,b,p,t,s,y,g,w,p,y,o,n,n,y,u,e
x,s,p,f,c,f,w,n,g,e,s,s,w,w,p,w,o,p,k,v,d,p
f,f,y,f,n,f,w,b,e,e,y,y,p,w,p,w,n,l,o,s,w,e
b,g,g,t,n,a,w,b,w,t,k,k,o,o,p,o,n,e,b,v,w,e
x,s,e,f,y,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,l,p
k,y,c,f,m,f,c,b,y,e,k,y,c,c,p,w,n,n,w,c,d,p
k,y,u,f,n,a,w,b,p,e,s,s,w,w,p,o,o,l,n,v,g,e
x,y,g,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,v,p,p
f,f,g,f,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,y,d,p
f,y,g,f,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,v,d,p
x,y,y,f,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,v,p,p
f,y,y,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,v,p,p
x,y,n,f,n,a,w,b,b,t,s,f,p,g,p,y,n,n,k,a,p,e
f,g,p,t,n,a,c,b,p,t,y,f,y,y,p,o,n,p,o,s,w,e
f,y,n,f,s,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,d,p
f,f,g,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,v,p,p
f,y,g,t,n,f,c,b,n,t,s,s,p,w,p,w,o,p,k,y,d,e
k,y,n,t,n,f,c,b,o,t,y,f,w,e,p,y,o,e,w,a,p,e
f,y,e,f,f,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,p,p
f,f,p,t,n,a,w,b,b,t,k,f,e,p,p,y,o,p,n,n,p,e
f,f,b,f,n,a,w,b,e,e,s,k,o,b,p,n,o,p,n,y,g,e
f,y,y,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,v,p,p
f,y,p,f,n,f,w,b,o,e,k,s,b,y,p,n,t,n,k,n,d,e
x,y,g,t,n,a,c,b,h,e,k,y,b,y,p,y,t,f,n,n,w,e
s,f,g,t,n,f,c,b,g,e,s,s,b,p,p,w,t,l,k,a,l,e
c,f,e,f,n,f,c,b,y,e,f,f,n,o,p,n,t,n,n,y,p,e
k,y,n,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,p,p
x,s,e,f,f,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,p,p
k,y,e,f,f,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,l,p
x,s,b,t,f,f,c,b,w,t,s,f,w,w,p,w,o,p,h,v,g,p
x,y,g,f,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,v,d,p
k,f,g,t,n,f,c,b,y,e,k,k,y,b,p,w,n,e,k,n,l,e
x,y,g,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,v,d,p
x,f,g,f,n,f,w,b,w,e,k,k,w,w,p,w,t,p,w,s,g,p
x,s,g,t,n,a,c,b,p,e,y,s,o,e,p,o,n,n,k,y,d,e
x,s,e,f,s,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,l,p
f,y,n,f,y,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,l,p
b,s,g,f,n,a,w,b,o,e,s,s,b,o,p,n,t,p,k,c,d,e
x,f,n,f,n,a,w,b,p,t,y,k,g,o,p,w,n,f,n,a,l,e
f,y,n,t,p,f,c,n,p,e,s,s,w,w,p,w,o,p,n,s,u,p
f,y,n,t,n,a,w,b,b,e,s,y,o,y,p,y,o,p,n,c,p,e
x,y,g,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,v,d,p
c,g,w,t,a,a,w,b,k,t,f,k,o,w,p,n,o,n,k,y,g,e
f,y,e,f,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p,p
k,s,n,f,y,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,d,p
x,f,y,f,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,v,d,p
x,s,w,f,c,f,c,n,n,e,s,s,w,w,p,w,o,p,k,s,d,p
f,y,e,t,n,f,c,b,n,t,s,s,w,p,p,w,o,p,k,v,d,p
b,s,r,f,l,a,w,n,p,t,s,k,w,e,p,n,n,f,n,c,d,e
k,s,n,f,y,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,l,p
x,y,r,f,n,f,c,n,p,e,s,f,w,w,p,w,o,f,h,y,d,p
b,y,b,t,a,f,c,b,w,t,f,k,p,p,p,o,o,e,n,v,g,e
f,s,b,t,f,f,c,b,h,t,s,f,w,w,p,w,o,p,h,s,g,p
f,y,w,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,k,v,g,p
x,y,n,f,y,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,l,p
x,y,p,f,n,a,w,b,o,t,s,f,g,y,p,w,t,f,n,s,p,e
f,y,p,t,n,f,c,b,r,e,s,s,w,w,p,w,t,p,r,v,g,p
f,y,e,t,n,f,c,b,w,t,s,s,p,w,p,w,o,p,k,v,d,p
c,y,p,f,n,f,c,b,n,e,s,s,g,y,p,y,t,l,u,a,g,e
b,y,w,f,l,a,w,b,p,t,y,k,y,p,p,o,n,l,n,v,g,e
k,y,g,t,n,f,c,b,o,t,f,y,w,p,p,o,o,f,b,v,d,e
x,y,n,t,n,a,w,b,p,e,s,k,g,b,p,w,o,l,u,s,d,e
x,g,e,t,n,a,w,b,u,e,y,s,e,n,p,y,o,f,n,n,l,e
s,f,b,f,n,a,c,b,e,t,k,y,g,p,p,w,o,p,n,y,u,e
k,f,y,f,n,f,w,b,o,e,s,y,w,p,p,w,n,n,n,v,d,e
b,s,p,f,a,a,c,b,o,t,s,s,w,p,p,w,o,e,k,s,m,e
b,y,n,t,n,f,w,b,n,e,k,y,y,o,p,n,o,f,b,s,u,e
x,s,w,f,c,f,w,n,u,e,s,s,w,w,p,w,o,p,k,s,d,p
k,s,e,f,y,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,p,p
x,f,g,f,n,f,c,n,n,e,s,s,w,w,p,w,o,p,n,v,u,p
x,f,g,t,n,f,c,b,n,t,s,s,p,g,p,w,o,p,k,v,d,e
k,s,n,f,s,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,l,p
s,s,n,t,n,f,c,b,y,e,k,k,y,p,p,y,o,e,n,v,g,e
f,y,g,t,n,f,w,b,r,t,f,s,p,p,p,o,t,l,y,s,u,e
f,s,n,f,f,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,l,p
k,s,e,t,n,f,c,b,u,e,s,s,o,g,p,n,n,f,n,s,u,e
x,s,w,f,c,f,c,n,n,e,s,s,w,w,p,w,o,p,n,v,d,p
b,f,e,t,n,f,c,b,p,e,s,f,p,p,p,n,t,f,y,a,g,e
f,y,y,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,v,d,p
x,s,e,f,y,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,l,p
x,y,n,t,n,f,c,b,n,t,s,s,p,g,p,w,o,p,k,y,d,e
x,s,g,f,c,f,c,n,n,e,s,s,w,w,p,w,o,p,k,v,d,p
f,f,y,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,y,p,p
x,g,n,f,n,f,c,b,g,e,s,f,o,p,p,y,o,p,k,a,l,e
k,y,n,f,n,f,w,n,w,e,s,f,w,n,p,w,o,e,w,v,l,p
s,y,g,t,n,f,c,b,g,e,k,y,y,p,p,o,n,p,r,y,l,e
k,f,n,t,n,f,w,b,p,t,s,f,g,o,p,n,t,n,y,n,u,e
x,s,n,f,s,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,p,p
f,y,e,t,n,f,c,b,w,t,s,s,p,p,p,w,o,p,k,v,d,p
b,f,g,f,n,f,w,b,w,e,k,k,w,w,p,w,t,p,w,n,g,p
c,f,u,f,n,a,c,b,o,e,k,f,g,p,p,y,n,p,k,y,d,e
x,y,p,t,l,a,c,b,y,e,f,s,o,o,p,w,o,n,n,n,m,e
f,f,y,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,y,p,p
x,y,b,f,n,a,c,b,n,t,s,k,w,g,p,n,t,p,k,n,d,e
x,s,w,f,n,f,w,b,p,t,f,s,w,w,p,w,o,e,n,s,g,p
f,y,r,f,n,f,c,n,w,e,s,f,w,w,p,w,o,f,h,v,d,e
s,f,n,t,n,a,c,b,n,e,s,f,g,g,p,n,n,l,k,v,d,e
k,s,n,f,y,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,p,p
c,y,y,f,n,a,c,b,o,e,y,s,p,w,p,n,o,l,n,n,w,e
x,y,p,f,n,a,c,b,p,e,y,y,y,y,p,w,o,e,w,c,w,e
x,f,n,f,n,f,w,b,k,t,s,s,w,w,p,w,o,e,n,s,g,e
x,s,g,t,f,f,c,b,w,t,f,f,w,w,p,w,o,p,h,v,g,p
x,s,g,t,f,f,c,b,w,t,s,s,w,w,p,w,o,p,h,v,u,p
x,g,g,f,l,a,c,n,g,e,f,y,p,w,p,y,o,p,u,v,d,e
x,f,g,f,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,v,d,p
f,y,g,f,n,f,w,b,w,t,s,y,y,w,p,w,n,e,h,c,l,e
b,f,n,t,n,a,w,b,u,t,s,y,y,w,p,y,t,p,k,v,w,e
b,s,w,f,n,a,c,b,k,e,y,y,o,p,p,n,o,e,k,v,g,e
k,s,g,f,n,f,w,b,g,e,s,k,w,w,p,w,t,p,w,n,g,e
x,s,w,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,k,v,u,p
f,y,y,f,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,y,g,p
f,y,e,f,y,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,d,p
b,y,w,t,n,f,c,b,g,e,s,s,w,w,p,w,t,p,r,v,g,p
b,s,e,f,n,a,c,b,p,t,s,k,o,y,p,w,t,p,n,v,l,e
k,s,n,f,f,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,d,p
k,s,n,f,y,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,l,p
x,y,e,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,d,p
f,f,w,t,n,a,w,b,u,t,s,k,o,b,p,y,o,p,n,v,g,e
f,g,y,t,n,a,w,b,y,t,f,f,o,b,p,y,o,n,w,n,u,e
f,s,n,f,n,a,c,b,n,e,s,s,o,o,p,o,o,p,b,c,l,e
x,s,e,t,n,a,w,b,r,e,s,y,o,w,p,n,o,p,n,y,d,e
f,s,y,f,l,a,w,b,b,e,s,f,b,w,p,y,t,p,k,v,p,e
f,y,n,f,y,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,d,p
x,f,w,t,a,a,c,b,p,t,f,s,w,e,p,y,t,e,n,v,p,e
f,g,g,f,n,a,c,b,y,e,f,y,y,w,p,o,n,f,k,n,l,e
x,g,b,t,n,f,c,b,n,t,y,s,w,o,p,y,t,f,k,n,u,e
x,s,n,f,s,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,p,p
f,s,e,f,s,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,l,p
k,f,e,f,n,a,c,b,g,e,k,s,y,p,p,w,n,f,n,v,d,e
f,g,n,t,n,f,c,b,y,t,s,f,y,w,p,n,t,p,n,n,u,e
f,s,e,f,f,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,l,p
f,f,n,f,n,f,w,n,w,e,s,s,w,n,p,w,o,e,w,v,l,p
f,y,y,f,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,y,d,p
x,s,w,f,c,f,w,n,g,e,s,s,w,w,p,w,o,p,k,s,d,p
x,f,w,f,n,f,w,b,p,t,f,s,w,w,p,w,o,e,n,s,g,e
f,f,y,f,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,y,p,p
x,y,n,t,n,a,c,b,w,t,k,y,o,e,p,w,n,n,b,a,l,e
k,s,e,f,y,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,p,p
c,f,y,f,a,a,w,n,b,e,y,f,w,e,p,n,t,e,n,n,u,e
x,y,g,f,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,y,g,p
s,f,w,t,n,f,w,b,p,e,k,y,e,w,p,w,n,l,k,c,g,e
x,s,w,t,f,f,c,b,h,t,s,s,w,w,p,w,o,p,h,s,u,p
k,s,y,f,n,a,c,b,o,e,y,s,w,e,p,n,n,n,k,a,d,e
x,f,g,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,v,d,p
f,y,e,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d,p
x,y,g,f,f,f,c,b,p,e,k,k,p,n,p,w,o,l,h,v,d,p
k,f,y,t,n,a,c,b,y,e,s,f,b,o,p,w,t,f,w,n,g,e
f,y,y,t,n,a,w,b,w,e,y,f,g,e,p,w,o,p,o,n,w,e
k,s,e,f,y,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,l,p
b,s,n,t,n,a,c,b,e,e,y,y,g,p,p,o,n,p,b,n,w,e
s,g,g,t,n,f,w,b,b,t,y,f,e,p,p,w,n,e,w,n,w,e
k,s,b,f,n,a,c,b,u,t,s,f,b,b,p,y,o,l,n,y,p,e
b,y,e,t,n,a,c,b,o,e,s,f,p,e,p,o,n,p,n,v,d,e
f,s,n,t,p,f,c,n,w,e,s,s,w,w,p,w,o,p,k,s,u,p
x,y,n,t,n,a,c,b,y,e,y,f,w,e,p,w,n,p,k,s,m,e
x,s,b,t,f,f,c,b,p,t,f,s,w,w,p,w,o,p,h,v,g,p
c,g,n,f,n,a,c,b,g,e,s,k,b,p,p,w,t,f,o,v,d,e
f,y,g,f,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,y,p,p
x,y,y,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,y,g,p
k,y,b,t,n,a,c,b,o,t,f,s,p,p,p,n,t,e,y,s,p,e
x,s,w,t,a,f,c,b,w,e,s,s,w,w,p,w,o,p,k,n,m,e
x,s,e,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p,p
f,s,g,f,n,a,w,b,u,t,f,k,b,w,p,w,o,e,n,a,l,e
x,y,u,f,n,f,c,n,p,e,s,f,w,w,p,w,o,f,h,y,d,p
x,y,w,t,a,f,c,b,n,e,s,s,w,w,p,w,o,p,k,n,m,p
k,y,y,t,n,a,w,b,p,e,f,k,w,y,p,w,o,e,r,s,w,e
x,y,g,f,n,f,w,b,k,e,s,k,e,y,p,w,n,e,n,v,g,e
x,f,e,f,n,a,w,b,p,t,y,s,p,g,p,y,n,f,y,a,l,e
f,y,e,f,s,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,l,p
x,f,n,f,n,f,c,n,g,e,s,s,w,w,p,w,o,p,n,v,u,p
f,f,e,t,n,f,c,b,u,t,s,s,w,w,p,w,o,p,k,y,d,e
f,s,b,t,f,f,c,b,p,t,s,s,w,w,p,w,o,p,h,s,u,p
x,y,w,t,p,f,c,n,p,e,s,s,w,w,p,w,o,p,n,v,g,p
s,y,w,f,a,a,w,b,n,t,f,y,b,e,p,y,n,f,o,s,l,e
x,y,p,f,a,a,w,b,g,t,s,y,p,e,p,y,t,n,n,s,g,e
f,s,y,f,l,f,c,b,b,t,s,y,w,p,p,w,n,f,k,v,g,e
f,s,e,f,y,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,l,p
x,s,w,t,f,f,c,b,p,t,f,f,w,w,p,w,o,p,h,v,u,p
x,f,w,t,l,f,w,n,w,t,s,s,w,w,p,w,o,p,n,v,d,e
x,y,g,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,y,g,p
f,y,e,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,d,p
b,y,w,f,l,a,w,b,w,t,s,f,p,b,p,w,n,p,n,y,w,e
x,y,n,f,s,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,l,p
x,y,e,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p,p
f,f,y,t,n,a,c,n,p,e,y,s,p,w,p,w,n,f,h,y,g,e
x,s,n,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,n,v,g,p
x,f,e,t,n,a,w,b,g,t,k,k,e,b,p,w,t,e,r,v,g,e
c,g,e,f,n,f,w,b,o,t,f,s,y,w,p,y,t,p,b,v,g,e
f,y,e,f,f,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,l,p
f,y,n,f,y,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,l,p
x,y,e,f,n,f,c,b,p,e,k,k,b,n,p,w,o,f,n,n,g,e
x,y,b,f,a,f,w,b,p,e,s,s,o,b,p,n,o,p,n,y,m,e
x,f,u,f,n,a,c,b,o,t,k,f,o,b,p,y,n,n,w,n,l,e
k,y,e,f,s,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,d,p
b,f,e,f,n,f,c,b,b,e,k,k,o,y,p,w,o,p,n,v,w,e
x,y,n,f,s,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,d,p
f,s,n,f,s,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,d,p
k,s,b,t,l,a,c,b,y,t,s,y,y,p,p,y,t,l,n,c,w,e
f,y,r,f,n,f,c,n,h,e,s,f,w,w,p,w,o,f,h,y,d,p
c,s,p,f,n,f,c,b,p,t,f,k,b,o,p,y,o,p,o,a,l,e
k,s,n,f,s,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,l,p
f,s,n,f,f,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,l,p
f,y,p,f,n,a,c,b,w,e,f,s,y,g,p,o,o,p,n,c,d,e
f,y,c,f,n,f,w,n,w,e,s,s,w,n,p,w,o,e,w,v,l,p
f,f,y,f,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,y,p,p
s,g,n,f,n,f,c,b,p,t,s,y,w,p,p,y,n,p,n,v,d,e
x,f,y,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,y,d,p
f,y,p,t,n,f,c,b,g,e,s,s,w,w,p,w,t,p,r,v,g,p
x,f,g,t,n,f,c,b,p,t,s,s,p,w,p,w,o,p,n,v,d,e
f,s,n,f,y,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,p
f,y,y,f,a,a,c,b,o,e,y,k,b,w,p,o,t,p,b,s,u,e
x,y,y,f,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,y,p,p
k,f,b,f,n,a,w,b,y,e,f,k,p,o,p,o,n,p,y,y,u,e
c,s,n,f,n,f,w,b,p,t,k,y,w,b,p,y,o,e,k,s,l,e
k,f,y,t,n,a,c,b,b,t,f,f,p,b,p,o,t,e,w,n,l,e
x,y,g,t,n,f,c,b,p,t,s,s,g,p,p,w,o,p,n,v,d,e
s,s,y,t,n,f,w,b,g,e,k,k,w,w,p,o,t,l,n,c,l,e
b,s,g,t,n,a,w,b,w,e,y,k,g,y,p,y,n,f,n,a,g,e
x,s,w,t,f,f,c,b,h,t,f,s,w,w,p,w,o,p,h,s,g,p
f,f,y,f,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,y,d,p
f,f,g,t,n,a,w,n,o,t,k,s,y,w,p,w,n,p,k,v,p,e
f,f,y,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,v,g,p
f,y,n,f,a,a,c,b,g,t,k,y,o,p,p,y,t,p,n,y,m,e
f,f,g,f,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,y,g,p
x,f,g,f,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,y,p,p
c,g,p,f,n,a,c,b,p,e,f,s,g,o,p,y,o,p,n,n,d,e
s,g,e,f,n,a,c,b,y,t,s,y,o,y,p,w,o,n,y,c,u,e
k,y,n,f,y,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,d,p
f,y,n,f,n,a,c,b,g,e,k,f,p,n,p,w,o,l,k,s,l,e
k,f,n,f,n,f,w,n,w,e,f,s,w,n,p,w,o,e,w,v,l,p
x,f,g,t,n,f,c,b,p,t,s,s,w,w,p,w,o,p,n,v,d,p
k,y,e,f,y,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,l,p
f,f,y,f,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,v,g,p
x,s,n,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d,p
c,s,p,t,n,f,w,b,p,e,y,k,e,p,p,n,n,l,k,a,g,e
x,s,g,t,n,f,c,b,u,e,y,s,o,b,p,o,t,l,n,y,d,e
c,s,y,f,n,a,c,b,o,e,f,y,b,b,p,n,n,e,k,v,d,e
s,g,y,f,n,a,w,b,e,t,y,k,p,g,p,y,o,n,k,y,l,e
f,f,g,t,n,f,c,b,n,t,s,s,p,p,p,w,o,p,k,y,d,e
s,y,b,f,l,a,c,b,p,t,k,s,b,b,p,o,t,p,k,s,w,e
f,y,n,f,m,f,c,b,w,e,k,y,c,c,p,w,n,n,w,c,d,p
x,s,g,f,n,f,w,b,p,t,s,s,w,w,p,w,o,e,n,a,g,e
k,f,n,f,n,f,w,n,w,e,f,s,w,n,p,w,o,e,w,v,l,p
k,f,c,f,n,f,w,n,w,e,s,f,w,n,p,w,o,e,w,v,l,p
x,y,y,f,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,v,p,p
f,s,n,f,f,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,p,p
x,y,u,f,n,f,c,n,h,e,s,f,w,w,p,w,o,f,h,v,d,p
x,f,g,f,c,f,c,n,n,e,s,s,w,w,p,w,o,p,k,s,d,p
x,y,y,f,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,v,p,p
k,s,n,f,f,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,p,p
k,y,e,f,y,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,p,p
f,s,n,f,n,f,w,b,p,t,f,f,w,w,p,w,o,e,k,s,g,e
k,s,n,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,l,p
s,y,y,t,n,f,w,b,p,e,y,y,o,y,p,n,t,e,b,v,d,e
f,s,g,f,n,a,w,b,u,e,y,s,y,n,p,w,o,l,n,a,u,e
k,y,n,f,n,f,c,b,u,e,k,k,w,g,p,o,t,p,k,v,d,e
f,s,e,f,f,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,p,p
b,s,b,f,n,a,c,b,g,e,s,f,e,b,p,o,n,p,k,n,g,e
s,f,n,t,n,a,w,b,y,e,f,s,b,w,p,w,o,n,n,y,u,e
f,f,r,t,n,f,w,b,w,t,s,k,e,y,p,w,o,l,u,c,p,e
x,y,r,f,n,f,c,n,u,e,s,f,w,w,p,w,o,f,h,y,d,p
f,y,g,t,n,f,c,b,p,t,s,s,w,p,p,w,o,p,n,y,d,e
x,y,g,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,y,d,p
x,y,y,f,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,v,p,p
k,s,e,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,d,p
f,g,y,t,n,a,c,b,u,t,y,k,e,o,p,n,o,p,k,y,g,e
f,y,n,t,n,f,c,b,r,e,s,k,y,w,p,y,o,p,n,s,d,e
x,s,p,t,n,f,w,b,p,e,k,f,e,b,p,w,t,n,k,a,l,e
x,s,w,f,n,a,w,b,g,t,k,y,w,o,p,w,o,l,k,s,p,e
x,y,c,f,m,f,c,b,y,e,k,y,c,c,p,w,n,n,w,c,d,p
x,f,g,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,y,d,p
b,g,g,t,n,f,c,b,b,e,k,s,w,o,p,o,o,n,n,n,l,e
f,y,p,t,n,a,w,b,p,e,y,s,b,o,p,w,n,n,b,c,d,e
x,y,n,t,p,f,c,n,w,e,s,s,w,w,p,w,o,p,k,s,g,p
b,f,b,f,n,a,c,b,y,e,s,k,o,y,p,n,o,e,b,c,p,e
c,s,n,f,n,f,w,b,r,e,y,s,o,w,p,y,t,p,n,a,u,e
x,y,g,f,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,y,g,p
f,s,b,t,f,f,c,b,p,t,s,f,w,w,p,w,o,p,h,v,g,p
f,g,g,f,n,f,w,b,u,t,y,f,p,g,p,w,o,f,n,v,d,e
s,y,w,f,l,a,c,b,y,t,y,s,o,y,p,y,o,f,n,a,l,e
f,y,e,f,n,a,w,b,u,e,k,s,p,e,p,w,t,p,u,y,u,e
x,f,y,f,n,a,w,b,n,e,k,f,w,w,p,o,n,n,k,c,u,e
x,f,y,f,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,y,d,p
x,f,y,f,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,v,d,p
f,y,c,t,n,f,c,b,w,e,s,s,w,w,p,w,t,p,w,v,p,p
x,y,n,f,y,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,d,p
x,g,b,t,n,f,c,b,u,e,k,k,p,b,p,y,n,e,k,v,l,e
f,f,g,f,n,f,c,n,k,e,s,s,w,w,p,w,o,p,k,v,u,e
f,y,y,f,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,y,p,p
f,y,g,f,n,f,c,b,p,t,y,k,o,n,p,y,o,e,n,v,d,e
x,s,w,t,f,f,c,b,p,t,s,f,w,w,p,w,o,p,h,s,g,p
k,f,p,t,n,f,c,n,g,t,k,s,y,e,p,w,n,l,o,s,g,e
f,s,n,f,y,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,l,p
f,g,n,t,n,a,w,b,g,e,y,k,y,w,p,w,t,e,n,y,w,e
b,y,y,f,a,a,c,b,p,t,f,s,w,w,p,n,n,p,n,c,l,e
s,g,p,t,n,f,c,b,o,e,k,s,w,p,p,w,t,e,o,a,d,e
