Status of existing checking account,Duration,Credit history,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate,personal status,Other debtors,Present residence since,Property,Age,Other installment plans,Housing,Number of existing credits,Job,Number of people,Telephone,foreign worker,class
A14,48.0,A34,A49,3609.0,A61,A73,3.856471749147644,A93,A101,3.001567947496293,A122,27.0,A143,A152,2.847318995956172,A173,1.0,A191,A201,1
A12,18.0,A30,A40,2278.0,A61,A72,3.0,A92,A101,3.0,A123,28.0,A143,A152,2.0,A173,1.0,A191,A201,2
A14,39.03831247814924,A34,A40,5062.922817301895,A61,A73,2.230430970539298,A93,A101,3.199622265085824,A123,35.0,A143,A152,2.0,A173,1.5384429220973197,A192,A201,1
A12,25.97409486757763,A32,A43,760.0,A61,A74,4.0,A92,A101,2.0,A121,44.0,<nil>,A152,1.0,A173,1.0,<nil>,A201,1
A12,20.0,A32,A410,2629.0,<nil>,A73,2.0,A93,A101,3.0,A123,29.0,A143,A152,2.0,A173,1.0,A191,A201,2
A14,6.0,A32,A48,1338.0,A61,A73,1.0,A91,A101,1.3723807086037545,A124,62.0,A143,A152,1.0,A173,1.5395070451449406,<nil>,A201,1
A12,18.0,A32,A40,884.0,A61,A75,4.0,A93,A101,4.0,A123,36.0,A143,A152,1.0,A173,2.0,A191,A201,2
A11,8.0,A32,A40,3398.0,A61,A74,1.0,<nil>,A101,4.0,<nil>,39.0,A143,A152,2.0,A172,1.0,A191,A201,1
A12,34.85215581520831,A32,A43,3213.0,A61,A72,1.0,A94,A101,1.1426250499288222,A123,67.57202663311017,A143,A152,1.0,A173,1.0,A191,A201,1
A14,18.0,A32,A49,8388.385316068994,A61,A73,1.2296658233157791,A93,A101,3.0,A122,32.0,A143,A152,1.0,A173,1.0,A191,A201,1
A12,24.0,A33,A49,4712.0,A61,A73,4.0,A93,A101,2.0,A122,37.0,A143,A152,2.0,A174,1.0,A192,A201,1
A12,18.0,A32,A43,1301.0,A61,A75,4.0,A93,A101,2.0,A121,32.0,<nil>,A152,1.0,A173,1.0,A191,A201,1
A11,24.00829470816217,A32,A410,3676.0,A61,A73,3.267629562286413,A93,A101,3.0,A121,56.79347089987363,A143,A152,1.2867315328816824,A173,1.5491683767596842,A191,A201,1
A14,52.09967382876293,A34,A49,6742.0,A61,A75,2.0,A93,A101,1.3033529063938978,A121,36.0,A143,A152,2.0,<nil>,1.661430858362118,A191,A201,1
A14,24.0,A32,A40,7393.0,A61,A73,1.0,A93,A101,4.0,A122,43.0,A143,A152,1.0,A173,2.0,A191,A201,2
A14,60.0,A33,A43,15653.0,A61,A74,2.0,A93,A101,4.0,<nil>,21.0,A143,A152,2.0,A173,1.4306462836469562,A191,A201,1
A14,24.0,A32,A43,2397.0,A61,A75,3.0,A93,A101,2.0,<nil>,35.0,A143,A152,2.0,A173,1.0,A192,A201,2
A12,24.0,A32,A42,2064.0,A61,A71,3.0,A92,A101,2.0,A122,34.0,<nil>,<nil>,1.0,A174,1.0,A192,A201,2
A12,12.0,A32,A40,1223.0,A61,A75,1.0,A91,A101,1.0,A122,46.0,A143,A152,2.0,A173,1.0,A191,A201,2
A14,53.84138013135276,A31,A43,8070.038767498947,A61,A73,2.0,A94,A101,3.845777930005605,<nil>,47.0,A143,A152,3.020058892280161,A173,1.0,A191,A201,1
A11,24.0,A32,A49,3161.0,A61,A73,4.0,A93,A101,2.0,A122,31.0,A143,A152,1.0,A173,1.0,A192,A201,2
A12,12.0,A32,A40,2002.0,A61,A74,3.0,A92,A101,4.0,<nil>,30.0,A143,A152,3.410640063963569,A172,1.0194632878224037,A192,A201,1
A11,24.0,A32,A40,1381.0,A61,A73,4.0,A93,<nil>,2.0,A122,35.0,<nil>,A152,1.0,A173,1.0,<nil>,A201,2
A13,6.0,A32,A40,709.0,A61,A72,3.261046680012065,A91,A101,2.0,A121,27.0,A143,A152,1.974115600655608,A173,1.62882160157561,A191,A201,1
A12,30.0,A34,A40,2181.0,A61,A75,4.0,A93,A101,4.0,<nil>,36.0,<nil>,A152,2.0,A173,1.0,A191,<nil>,1
A14,51.07530341954157,A34,A49,1088.723289782624,A61,A73,3.0,A93,A101,2.090942835916047,A122,33.0,A143,A152,3.387671023561693,<nil>,1.963538913490226,A191,A201,1
A11,24.0,A32,A43,1546.0,A61,A74,4.0,A93,A101,4.0,A123,24.0,A143,A152,1.0,A173,1.0,<nil>,A201,2
A14,15.0,A33,A45,960.0,A61,A74,3.0,A93,A101,3.137877496350916,<nil>,60.53703688986596,A141,A152,3.4161606359798173,A173,1.5817668611634554,A191,A201,1
A12,55.35990374192396,A31,A49,3496.0,A61,A73,4.0,A93,A101,2.0,A123,67.98792307398796,A143,A152,2.677096175164136,A174,1.359057189804457,A191,A201,1
A13,10.0,A32,A40,781.0,A61,A75,4.0,A93,A101,4.0,A124,63.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,33.77409796277484,A34,A45,4975.064330642415,A61,A75,2.0,A93,A101,1.0,<nil>,42.0,A143,A152,2.2506413848502,A173,1.0927280907160426,A191,A201,1
A14,12.0,A32,A48,2133.0,A61,A71,2.0800335047960234,<nil>,<nil>,4.0,<nil>,52.0,A143,A152,3.322176121316065,A173,1.0,A191,A201,1
A11,48.0,A34,A41,6143.0,A61,A75,4.0,A92,A101,4.0,A124,58.0,A143,<nil>,2.0,A172,1.0,A191,A201,2
A12,9.0,A32,A42,1919.0,A61,A72,4.0,A93,A101,1.3332924021592083,<nil>,35.0,A143,A152,1.0,A173,1.4691295695395008,A191,A201,1
A12,10.0,A32,A40,7308.0,A61,A71,2.0,<nil>,A101,4.0,A124,70.0,<nil>,A152,1.0,A174,1.0,A192,A201,1
A14,36.0,A33,A43,4454.0,A61,A73,4.0,A94,A101,4.0,A121,34.0,A143,A152,3.567007303451635,A173,1.7476646807569134,A191,A201,1
A12,36.0,A32,A41,600.4477079252576,A61,A73,3.159049526759434,A92,A101,2.0,A123,67.55759618955109,A143,A152,1.0,A171,1.5401405330962874,A191,A201,1
A14,12.0,A32,A41,2445.0,A61,A72,3.209340043351798,A94,A101,4.0,<nil>,65.45584537629648,A143,A152,1.0,A173,1.0,A191,A201,1
A11,36.0,A34,A46,8065.0,A61,A73,3.0,A92,A101,2.0,A124,25.0,A143,A152,2.0,<nil>,1.0,A192,A201,2
A11,42.0,A32,A43,3965.0,A61,A72,4.0,A93,A101,3.0,<nil>,34.0,A143,<nil>,1.0,A173,1.0,A191,A201,2
A14,24.0,A34,A43,2684.0,A61,A73,4.0,A94,A101,2.0,A123,35.0,A143,A152,2.0,A173,1.0,A191,A201,1
A11,18.0,A32,A43,3509.0,A61,A74,4.0,A92,A101,1.0,<nil>,25.0,A143,<nil>,1.0,A173,1.0,A191,A201,2
A14,24.0,A32,A49,2978.0,A61,A74,1.676963453649149,<nil>,A101,4.0,A124,32.0,A143,A152,1.0326962285445176,A173,2.0,A192,A201,1
A12,12.0,A32,A45,639.0,A61,A73,4.0,A93,A101,2.0,A123,30.0,A143,A152,1.0,A173,1.0,A191,A201,2
A12,24.0,A32,A43,2039.0,A61,A72,1.0,A92,A101,1.0,<nil>,22.0,A143,A152,1.0,A173,1.0,A192,A201,2
A13,24.0,A34,A40,1344.0,A61,A74,4.0,A93,A101,2.0,A121,37.0,A143,A152,2.0,A173,2.0,A191,<nil>,2
A11,6.0,A32,A46,448.0,A61,A72,4.0,A92,<nil>,4.0,A122,23.0,A143,A152,1.0,A173,1.0,A191,A201,2
A12,36.0,A32,A40,2862.0,A61,A75,4.0,A93,A101,3.0,A124,30.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,36.0,A32,A40,9271.0,A61,A74,2.0,A93,<nil>,1.0,A123,24.0,A143,A152,1.0,A173,1.0,A192,<nil>,2
A11,30.0,A32,A45,11998.0,A61,A72,1.0,A91,A101,1.0,A124,34.0,A143,A152,1.0,A172,1.0,A192,A201,2
A12,18.0,A34,A42,1928.0,A61,A72,2.0,A93,<nil>,2.0,<nil>,31.0,A143,<nil>,2.0,A173,1.0,A191,<nil>,2
A13,24.0,A32,A40,7373.948851556892,A61,A73,1.5310171764788385,A94,A101,3.0,A122,23.07197734951135,A143,A152,1.0,A173,1.7662713376056272,A192,A201,1
A12,9.0,A32,A410,276.0,A61,A73,4.0,A94,A101,4.0,A121,55.39107426373997,A143,<nil>,1.0,A173,1.0,A191,<nil>,1
A14,10.0,A32,A40,1309.0,A61,A73,4.0,A93,A101,4.0,A122,27.0,A143,A152,1.0,A173,1.0,A191,A201,2
A14,60.0,A32,A40,10366.0,A61,A75,2.0,A93,A101,4.0,<nil>,42.0,A143,A152,1.0,A173,1.0,A192,A201,2
A14,36.0,A34,A43,15008.298720606435,A61,A71,3.1558185924283704,A93,A101,2.0,A124,31.0,A143,A152,2.0,A173,1.0,A192,A201,1
A12,6.0,A32,A44,484.0,A61,A74,3.0,A91,A101,3.0,A121,28.0,A143,A152,1.0,A173,1.9855519652203897,A191,<nil>,1
A11,45.66382705011502,A32,A41,1409.0,A61,A75,1.543163515558844,A93,A101,1.062187499330867,A123,21.344507777702628,A143,A152,1.0,A173,1.6831975034118944,<nil>,A201,1
A12,12.0,A32,A43,1331.0,A61,A72,2.0,A93,A101,1.0,<nil>,22.0,A143,A152,1.0,A173,1.0,A191,A201,2
A14,18.0,A30,A49,4165.0,<nil>,A73,2.0,A93,A101,2.0,A123,36.0,<nil>,A152,2.0,A173,2.0,A191,A201,2
A11,55.85482130464005,A33,A410,3905.0,A61,A73,2.0,A93,A101,2.0,A121,36.0,A143,A152,2.0,A173,1.479628491384308,A191,A201,1
A14,48.0,A32,A49,3914.0,A61,A73,4.0,A93,A101,2.0,A121,38.0,A143,A152,1.0,A173,1.0,A191,A201,2
A11,30.0,<nil>,A42,3108.0,A61,A72,2.0,A91,A101,4.0,<nil>,31.0,A143,A152,1.0,<nil>,1.0,A191,A201,2
A11,24.0,A32,A40,1285.0,A61,A74,4.0,A92,A101,4.0,A124,32.0,A143,A152,1.0,A173,1.0,<nil>,A201,2
A11,18.0,<nil>,A46,750.0,A61,A71,4.0,A92,A101,1.0,A121,27.0,A143,A152,1.0,A173,1.0,<nil>,A201,2
A14,24.0,A34,A44,6124.760411761714,A61,A73,3.0,A93,A101,4.0,<nil>,36.0,A143,A152,3.996439758004908,A174,2.0,A192,A201,1
A11,18.0,A32,A42,3114.0,A61,A72,1.0,A92,A101,4.0,<nil>,26.0,A143,A152,1.0,A173,1.0,A191,A201,2
A11,24.0,A32,A41,2964.0,A61,A75,4.0,A93,A101,1.1703972386696946,A122,49.0,A143,A152,3.907638777467932,A173,1.5390403336620588,A191,A201,1
A14,6.0,A31,A40,783.0,A61,A72,1.0,A93,A101,2.0,A121,26.0,A143,A152,3.657515722541271,A173,1.1116015534845856,A191,A201,1
A14,18.0,A32,A43,4594.0,A61,A72,3.0,A93,A101,2.0,A123,32.0,A143,<nil>,1.0,<nil>,1.0,A191,A201,2
A12,9.0,A32,A48,11278.7450823178,A61,A71,3.919936045397784,A94,A101,2.2568056917836485,A123,27.0,A143,A152,1.0,A173,1.8260629462442943,A191,A201,1
A11,36.0,A34,A41,9629.0,A61,A74,4.0,A93,A101,4.0,A123,24.0,A143,A152,2.0,A173,1.0,A192,A201,2
A14,12.0,A32,A42,1574.0,A61,A73,4.0,<nil>,A101,2.0,<nil>,50.0,A143,A152,1.0,A173,1.815995341140292,A191,A201,1
A12,23.878482327488463,A32,A49,3573.0,A61,A73,1.0,A92,<nil>,1.0,A121,23.0,A143,A152,1.0,<nil>,1.0,A191,A201,1
A12,30.0,A34,A40,2181.0,A61,A75,4.0,A93,A101,4.0,A121,36.0,<nil>,A152,2.0,A173,1.0,A191,A201,2
A14,12.0,A32,A40,640.0,A61,A73,4.0,A93,A101,2.0,<nil>,49.0,A143,A152,1.0,A172,1.0,<nil>,A201,1
A12,36.0,A33,A49,4455.0,A61,A73,2.0,A91,A101,2.0,A122,30.0,A143,A152,2.0,A174,1.0,A192,A201,2
A14,18.0,A32,A40,1149.0,A61,A71,1.037426737038698,A93,A101,3.0,A121,46.0,A143,A152,2.0,A173,1.8684113841043808,A191,A201,1
A12,15.0,A32,A45,1512.0,A61,A73,3.0,A94,A101,3.0,A123,61.0,A143,A152,2.0,A173,1.0,A191,A201,2
A14,12.0,A32,A41,13901.392086822285,A61,A74,1.728583515254579,A91,A101,3.4065993599756164,A123,55.0,<nil>,A152,1.0,A173,1.605727864486616,A192,A201,1
A14,15.0,A34,A44,10435.127663062069,<nil>,A71,1.0,A94,A101,1.6522956655439027,A123,59.0,A143,A152,2.210955759133867,A174,1.8427757921580348,A192,A201,1
A12,12.0,A32,A44,1424.0,A61,A74,4.0,A91,A101,3.0,A122,26.0,A143,A152,1.0,A173,1.0,A191,<nil>,1
A14,47.21403712167211,A32,A41,5248.0,A61,A73,1.0,A91,A101,1.1702158172552797,A122,26.0,A143,A152,1.0,A171,1.0,A191,A201,1
A11,18.0,A32,A42,2039.0,A61,A73,1.0,A92,A101,4.0,A121,20.0,<nil>,A152,1.0,A173,1.0,A191,A201,2
A11,24.0,<nil>,A43,1938.0,A61,A72,4.0,A91,A101,3.0,A122,32.0,A143,A152,1.0,A173,1.0,A191,A201,2
A12,9.0,A32,A41,5129.0,A61,A75,2.0,A92,A101,4.0,A124,74.0,A143,A152,1.0,A174,2.0,A192,A201,2
A14,33.28323337462257,A34,A45,3780.0,A61,A72,1.3138398382920513,A92,A101,2.0,A123,35.0,A143,A152,2.820453856007365,A173,1.6985455596417314,A192,<nil>,1
A14,24.0,A32,A42,5150.0,A61,A74,4.0,<nil>,A101,4.0,<nil>,33.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,46.4187078858379,<nil>,A40,10942.000000963502,A61,A74,1.487799753143221,A93,A101,1.0863196740227443,A123,62.06676312092613,A143,<nil>,1.0,A174,2.0,A191,A201,1
A14,12.0,A32,A42,2759.0,A61,A75,2.0,A93,<nil>,4.0,A122,34.0,A143,A152,2.0,A173,1.0,A191,A201,1
A11,40.458706394033605,A32,A42,1374.0,A61,A73,3.274026032350229,A93,A101,3.5785184688206604,A124,36.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,30.01952310896613,A32,A41,9581.2539851136,A61,A73,1.7472088042171603,A92,A101,3.742709859276789,A124,30.0,A143,A152,3.048367587440308,A173,1.4447831243369254,A191,A201,1
A11,12.0,A32,A40,2171.0,A61,A73,4.0,A93,A101,4.0,A121,38.0,A143,A152,2.0,<nil>,1.0,A191,A201,2
A11,21.0,A34,A40,1602.0,A61,A75,4.0,A94,A101,3.0,A123,30.0,A143,<nil>,2.0,A173,1.0,A191,A201,1
A11,55.179737921726186,A34,A45,11733.586527019848,A61,A75,3.0,A93,A101,1.2632318965152027,A122,48.0,A143,A152,2.0,A173,2.0,A191,A201,1
A13,24.0,A32,A43,1258.0,A61,A73,3.0,A94,A101,3.0,A123,57.0,A143,A152,1.0,A173,1.0,A191,A201,2
A12,48.0,A33,A49,3566.0,A61,A75,1.5929506212241065,A93,A101,3.3131911574404733,A124,30.0,A143,A152,3.2455191782115684,A173,1.0,A191,A201,1
A14,9.0,A32,A42,1980.0,A61,A72,2.0,A92,<nil>,2.0,A123,19.0,A143,A152,2.0,A173,1.0,A191,A201,2
A14,6.0,A32,A46,1538.0,A61,A72,1.0,A92,A101,2.0,A124,56.0,A143,A152,1.0,A173,1.0,<nil>,A201,2
A12,24.0,A32,A43,3092.0,A61,A72,3.0,A92,A101,2.0,A123,22.0,A143,A152,1.0,A173,1.0,A192,A201,2
A12,37.378903606019726,A34,A42,11121.180093371728,A64,A73,3.0,A92,A101,3.5898353461354,A121,63.690517963083,A143,A152,2.941659666627445,A171,1.7117845284921414,A192,A201,1
A13,10.0,A32,A40,1240.0,A61,A75,1.0,A92,A101,4.0,A124,48.0,A143,A152,1.0,A173,2.0,A191,A201,2
A14,12.0,A32,A42,1592.0,A61,A73,3.0,A92,A101,3.73114802748984,A122,35.0,A143,A152,1.0,A173,1.6282714181818123,A191,<nil>,1
A12,18.0,A33,A45,6204.0,A61,A73,2.0,A93,A101,4.0,<nil>,66.62133827405853,<nil>,A152,2.631835238136019,A172,2.0,A192,A201,1
A14,24.0,A30,A44,10953.771626526128,A61,A75,1.0491779957395668,A92,A101,1.0,A123,48.20934827930715,A143,A152,3.887010389857609,A173,1.0,A191,A201,1
A14,35.071532091241764,A32,A40,1386.0,A61,A73,4.0,A93,A101,3.356135992754953,A122,40.0,A143,A152,1.0,A173,1.0,<nil>,A201,1
A14,15.0,A32,A46,4623.0,A61,A73,3.0,A93,A101,2.0,<nil>,40.0,<nil>,A152,1.0,A173,1.0,A191,A201,2
A11,30.0,A34,A41,10623.0,A61,A75,3.0,<nil>,A101,4.0,A124,38.0,A143,A152,3.0,A174,2.0,A192,A201,1
A14,6.0,A32,A40,1766.0,A64,A73,1.0,<nil>,A101,3.8509871985747295,A122,21.0,A143,A152,1.0,A173,1.58597006176173,A191,A201,1
A13,24.0,A30,A42,3749.0,A61,A72,3.768787689599863,A94,A101,1.3252891289844748,A123,26.0,A143,A152,1.0,A174,1.98814829747088,A191,A201,1
A14,6.0,A32,A41,4588.104355073352,A61,A73,2.0,A92,A101,1.4442280272241803,A121,50.0,A143,A152,1.0,A173,1.802351652703468,A191,A201,1
A14,18.0,A32,A41,3850.0,A61,A74,1.0701833067985955,A93,A101,1.0,A123,27.0,A143,A152,2.0,A173,1.9760827782938304,A191,A201,1
A14,18.0,A34,A43,1582.0,A61,A75,4.0,A93,A101,4.0,<nil>,46.0,A143,<nil>,2.0,A173,1.0,A191,A201,1
A11,6.0,A32,A410,666.0,A61,A75,3.0,A93,A101,1.1025933336787546,A122,69.13793132122815,A143,A152,3.817464142546635,A171,1.420098401378681,A191,<nil>,1
A12,53.51507638391352,A33,A43,1553.0,A62,A75,3.0,A93,<nil>,2.0,<nil>,74.16594142940282,A143,A152,2.0,A173,1.401406360262703,A191,A201,1
A12,24.0,A34,A46,5743.0,A61,A72,2.0,A92,A101,4.0,<nil>,24.0,A143,A152,2.0,A173,1.0,A192,A201,1
A12,12.0,A32,A43,766.0,A61,A73,4.0,A94,A101,3.0,A123,66.0,A143,<nil>,1.0,A173,1.0,A191,A201,2
A14,12.0,A34,A40,10966.43770934299,A61,A72,1.9996719503233025,A93,A101,1.0,A121,38.0,A143,A152,2.0,A173,2.0,A191,A201,1
A12,43.55820053969569,A33,A44,2503.0,A61,A75,4.0,A91,A101,2.0,A123,52.38003740580544,A143,A152,2.780682789548933,<nil>,1.0,A191,<nil>,1
A12,24.0,A32,A42,4736.0,A61,A72,2.0,<nil>,A101,4.0,<nil>,25.0,<nil>,A152,1.0,A173,1.0,A191,A201,2
A13,15.0,A32,A43,1271.0,A61,A73,3.0,A94,A101,4.0,A124,39.0,A143,<nil>,2.0,A173,1.0,A191,A201,2
A12,60.0,A32,A43,9157.0,A61,A73,2.0,A93,A101,2.0,A124,27.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,15.0,A32,A41,3368.0,A61,A75,3.0,A93,A101,4.0,<nil>,63.20277737240509,A143,A152,2.845931051555829,A171,1.0,A192,A201,1
A14,48.0,A34,A41,11590.0,A61,A73,2.0,A92,A101,4.0,<nil>,24.0,A143,A151,2.0,A173,1.0,A191,<nil>,2
A14,58.82328637016845,A32,A44,1262.0,A61,A74,4.0,A91,A101,3.0,A122,36.0,A143,A152,2.0,A171,1.0,A192,A201,1
A12,9.0,A32,A40,1437.0,A61,A74,2.0,A93,A101,3.0,A124,29.0,A143,A152,1.0,A173,1.0,A191,A201,2
A14,9.0,A32,A43,2753.0,A61,A75,3.0,A93,A101,4.0,<nil>,35.0,<nil>,A152,1.0,A173,1.0,A191,A201,1
A11,15.0,A32,A48,1721.0,A61,A72,2.0,A93,A101,1.0172999627650765,<nil>,36.0,A143,A152,1.0,A173,1.0,A191,A201,1
A13,37.40247323825998,A32,A43,8778.6534658783,A61,A75,3.920217041134957,A93,A101,3.0,A122,51.1775177467657,A143,A152,1.5965312206392988,A173,1.7723618861845662,A192,A201,1
A12,18.0,A32,A46,5780.508643492703,A61,A73,2.7394808749823283,A93,A101,1.4049066425679504,A124,61.0,A143,<nil>,2.294988416955132,A173,1.7305771418471547,A191,A201,1
A13,21.0,A34,A46,2319.0,A61,A72,2.0,A91,A101,1.0,A122,33.0,<nil>,A152,1.0,<nil>,1.0,A191,A201,2
A13,10.0,A32,A49,3949.0,A61,A72,2.47911195049876,A93,A101,1.0,A122,37.0,A143,A152,1.894912917421967,A173,1.578545275497066,A191,A201,1
A14,24.0,A32,A43,1552.0,A61,A74,3.0,A94,<nil>,2.363410315153033,A123,45.30581624069213,<nil>,A152,1.0,A173,1.0375407161553254,A191,A201,1
A14,18.0,A32,A43,1473.0,A61,A74,1.0725754148403688,A94,A101,1.5311380885853252,A123,39.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,15.0,A34,A43,1360.0,A61,A73,4.0,A93,A101,2.0,A122,31.0,<nil>,<nil>,2.0,A173,1.0,A191,A201,1
A11,12.0,A32,A40,1893.0,A61,A73,4.0,A92,A101,4.0,<nil>,29.0,A143,A152,1.0,A173,1.0,A191,A201,2
A14,60.0,A32,A40,10366.0,A61,A75,2.0,A93,A101,4.0,A122,42.0,A143,A152,1.0,A173,1.0,A192,A201,1
A14,24.0,A32,A43,3621.0,A61,A75,2.0,A93,A101,4.0,<nil>,31.0,A143,A152,2.0,A173,1.0,A191,A201,2
A14,24.0,A32,A41,2197.0,A61,A74,1.7959559904082247,A92,A101,4.0,A122,43.0,A143,A152,2.0,A173,2.0,A192,A201,1
A11,24.0,A32,A40,1442.0,A61,A74,4.0,A92,A101,4.0,A123,23.0,A143,A152,2.0,A173,1.0,A191,A201,2
A14,48.0,A32,A49,4844.0,A61,A71,3.0,A93,A101,2.0,A123,33.0,A143,A152,1.0,A173,1.0,A192,A201,2
A14,24.0,A32,A41,7814.0,A61,A74,1.3331241162984018,A94,A101,3.0,<nil>,38.0,<nil>,<nil>,1.0,A174,1.0,A192,A201,1
A14,18.0,A32,A40,1028.0,A61,A73,4.0,A93,A101,3.0,A121,36.0,A143,A152,2.0,A173,1.0,A191,A201,1
A13,24.0,A31,A40,12512.699500057575,A65,A73,3.0,A92,A101,3.9353244596435855,A121,59.846018725892186,A143,A152,2.0,A172,1.6575816523959563,A192,A201,1
A12,24.0,A32,A41,7758.0,A61,A75,2.0,A91,A101,4.0,A122,29.0,A143,A152,1.0,<nil>,1.0,A191,A201,1
A11,18.0,A32,A43,1345.0,<nil>,A73,4.0,A94,A101,3.0,A123,26.0,A143,A152,1.0,A173,1.0,A191,A201,2
A12,6.0,A31,A40,931.0,A61,A72,1.0,A92,A101,1.0,<nil>,32.0,<nil>,A152,1.0,A172,1.0,A191,A201,2
A14,30.0,A33,A49,14633.115349966994,A61,A73,3.860924598977685,A93,A101,2.0,A123,26.0,A143,A152,2.892565887009717,<nil>,1.0,A191,A201,1
A14,18.0,A32,A43,4594.0,A61,A72,1.7381698401549208,A94,A101,2.0,A123,32.0,A143,A152,1.0,A173,1.835955719319436,A191,A201,1
A11,39.0,A34,A42,14179.0,A61,A75,4.0,A91,A101,2.166868667596585,A122,30.0,A143,A152,2.0,A174,1.0,A192,A201,1
A12,12.0,A32,A43,6468.0,A61,A71,2.0,A93,A101,1.0,A124,52.0,A143,A152,1.0,A173,1.0,A192,A201,2
A12,24.0,A32,A40,1201.0,A61,A72,4.0,A93,A101,1.0,A122,26.0,A143,<nil>,1.0,A173,1.0,A191,A201,1
A11,6.0,A32,A42,3384.0,A61,A73,1.0,A91,A101,4.0,<nil>,44.0,A143,A152,1.0,A174,1.0,A192,A201,2
A14,6.0,A32,A43,932.0,A61,A72,1.841069441544948,A92,A101,2.0,A121,24.0,A143,A152,2.05663813868893,A173,1.0,A191,A201,1
A14,46.97019508859032,A32,A40,8294.67634881684,A61,A72,1.0705748203849113,A94,A101,3.0,A121,33.0,A143,A152,1.0,A173,1.0,A192,A201,1
A14,12.0,A32,A43,3077.0,A61,A73,2.0,A94,A101,4.0,<nil>,52.0,A143,A152,3.2152064494109447,A173,1.5503677260926287,A191,A201,1
A12,12.0,A32,A40,2366.0,A61,A74,3.0,A91,A101,3.0,A123,36.0,A143,A152,1.0,A173,1.0,A191,A201,1
A12,36.0,A32,A46,12612.0,A61,A73,1.0,A93,A101,4.0,A124,47.0,A143,A152,1.0,A173,2.0,A192,A201,2
A12,21.0,A33,A40,2353.0,A61,A73,1.0,A91,A101,4.0,<nil>,47.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,11.0,A32,A40,7228.0,A61,A73,1.0,A92,A101,4.0,A122,39.0,A143,A152,2.0,A172,1.0,A191,A201,1
A11,12.0,A32,A42,14176.874517400083,<nil>,A73,3.710603256143906,A93,A101,2.0,A121,27.0,A143,A152,1.0,A173,1.674324113571911,A191,A201,1
A12,48.0,A32,A42,6681.0,<nil>,A74,1.3186525207406787,A93,A101,2.096396566281448,A122,38.0,A143,A152,2.2899278533021024,A173,2.0,A191,A201,1
A13,24.0,A32,A45,8389.276376574744,A61,A75,1.216792332154318,A92,A101,2.0,A122,19.352634288569806,A143,A152,2.672023360960257,A174,1.0,A192,A201,1
A14,60.0,A32,A40,6527.0,<nil>,A73,4.0,A93,A101,4.0,<nil>,34.0,A143,A152,1.0,A173,2.0,A192,A201,1
A14,24.0,A34,A45,5507.0,A61,A75,3.0,A93,A101,4.0,A124,44.0,A143,A152,2.0,A173,1.0,A191,A201,2
A12,12.0,A32,A42,951.0,<nil>,A72,4.0,A92,A101,4.0,A123,27.0,A143,A152,4.0,A173,1.0,A191,A201,2
A11,24.0,A32,A41,3632.0,A61,A73,3.872411148172107,A93,<nil>,2.3999192221849013,A123,22.0,A143,A152,1.0,A173,1.8420964799607025,A191,A201,1
A14,46.08198338773844,A31,A44,11509.174173488866,A61,A72,4.0,A91,A101,3.0,A122,34.0,A143,<nil>,2.7358924697982427,A173,1.179709639823992,A191,A201,1
A11,6.0,A32,A40,860.0,A61,A75,1.0,A92,A101,2.6707149293887014,A124,39.0,A143,A152,2.8396942850290383,A173,1.5037977598749317,A191,A201,1
A14,24.0,A32,A49,12824.959392978226,A61,A74,1.159597510449902,A93,A101,3.7031775359584937,A123,25.0,A143,A152,1.0,A173,1.0,A192,A201,1
A11,12.0,A32,A43,727.0,A61,A72,4.0,<nil>,A101,3.0,<nil>,33.0,A143,A152,1.0,A173,1.0,A191,A201,2
A11,42.0,A32,A43,7174.0,A61,A74,4.0,A92,A101,3.0,A123,30.0,A143,A152,1.0,A173,1.0,A192,A201,2
A14,43.94478763436572,A34,A43,1829.0,A61,A75,2.538135427110487,A93,A101,4.0,<nil>,46.0,A143,A152,2.0,A174,1.0,A192,A201,1
A14,36.0,A34,A41,5842.0,A61,A75,2.0,A93,A101,2.0,A122,35.0,A143,A152,2.0,A174,2.0,A191,A201,1
A12,24.0,A34,A49,1935.0,A61,A75,4.0,A91,A101,4.0,A121,31.0,A143,A152,2.0,A173,1.0,A192,A201,2
A14,10.0,A32,A40,1231.0,A61,A75,3.0,A92,A101,1.0132789476906985,A121,45.75210235386459,A143,A152,2.0,A173,1.1613319007868343,A191,A201,1
A11,24.0,<nil>,A43,1282.0,A61,A73,4.0,A92,A101,2.0,<nil>,32.0,A143,A152,1.0,A173,1.0,<nil>,A201,2
A12,30.0,A32,A43,1715.0,A61,A72,2.694808035417954,A92,A101,1.0,A121,26.0,A143,A152,1.0,A173,1.0,A191,A201,1
A12,6.0,A34,A49,932.0,A61,A74,1.0,A94,A101,3.0,A123,39.0,A143,A152,3.7110786367174793,A171,1.0,A191,<nil>,1
