Status of existing checking account,Duration,Credit history,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate,personal status,Other debtors,Present residence since,Property,Age,Other installment plans,Housing,Number of existing credits,Job,Number of people,Telephone,foreign worker,class
A11,12,A32,A42,3650,A61,A72,2,A92,A101,4,A123,22,A143,A152,1,A173,1,A191,A201,2
A14,24,A32,A41,7814,A61,A74,1,A93,A101,3,A123,38,A143,A152,1,A174,1,A192,A201,1
A14,24,A32,A41,12072,A61,A72,4,A93,A101,2,A122,38,A143,A152,1,A174,1,A192,A201,1
A14,24,A34,A40,1028,A61,A73,4,A92,A101,1,A122,23,A143,A152,2,A172,1,A191,A201,1
A13,24,A34,A43,3148,A65,A74,1,A93,A101,4,A122,31,A143,A152,2,A172,1,A192,A201,1
A12,24,A33,A41,7758,A61,A75,2,A94,A101,4,A123,25,A143,A152,2,A174,1,A191,A201,1
A11,24,A32,A43,2214,A61,A73,4,A93,A101,3,A123,24,A143,A152,1,A172,1,A191,A201,1
A12,12,A32,A40,931,A61,A72,4,A92,A101,3,A123,32,A143,A152,1,A172,1,A191,A201,1
A14,30,A32,A45,4272,A65,A75,2,A93,A101,2,A123,26,A143,A152,1,A172,1,A191,A201,1
A14,57,A32,A43,7644,A61,A72,1,A92,A101,2,A123,32,A143,A152,1,A173,1,A192,A201,1
A14,27,A34,A42,10645,A61,A75,4,A93,A101,4,A123,72,A143,A152,2,A174,1,A192,A201,1
A12,24,A32,A42,6468,A61,A73,2,A92,A101,1,A121,52,A143,A152,1,A174,1,A192,A201,2
A12,24,A32,A40,1201,A61,A72,4,A93,A101,4,A121,26,A143,A152,1,A173,1,A191,A201,1
A11,24,A34,A42,3384,A61,A73,4,A94,A101,4,A123,44,A143,A152,1,A174,1,A192,A201,1
A14,12,A32,A43,13292,A61,A72,4,A92,A101,2,A123,52,A143,A152,2,A174,1,A191,A201,1
A14,24,A32,A40,1474,A62,A72,4,A94,A101,3,A121,33,A143,A152,1,A173,1,A192,A201,1
A14,44,A32,A43,15500,A61,A72,2,A94,A101,4,A122,35,A143,A152,1,A173,1,A191,A201,1
A12,24,A34,A40,2366,A61,A73,4,A94,A101,4,A123,30,A143,A152,1,A172,1,A192,A201,1
A14,24,A32,A41,9277,A61,A73,2,A94,A101,4,A122,30,A143,A152,1,A173,1,A192,A201,1
A12,24,A33,A40,2353,A61,A73,4,A94,A101,4,A121,47,A143,A152,2,A173,1,A191,A201,1
A14,48,A34,A40,7228,A65,A74,4,A93,A101,4,A123,30,A143,A152,2,A172,1,A191,A201,1
A11,24,A32,A49,1657,A61,A73,2,A93,A101,4,A123,27,A143,A152,1,A174,1,A192,A201,1
A12,15,A33,A49,6681,A61,A73,2,A93,A101,2,A123,38,A143,A153,2,A173,1,A192,A201,1
A13,24,A32,A44,1377,A61,A73,2,A92,A101,2,A123,47,A143,A152,1,A173,1,A191,A201,1
A14,60,A32,A40,6527,A61,A73,4,A93,A101,4,A122,34,A143,A152,1,A173,1,A192,A201,1
A11,24,A34,A40,860,A61,A75,4,A92,A101,4,A122,39,A143,A152,2,A173,1,A192,A201,2
A11,24,A32,A43,1498,A61,A73,4,A92,A101,4,A123,23,A143,A152,1,A173,1,A191,A201,1
A11,24,A34,A41,3632,A61,A73,1,A92,A101,4,A123,22,A143,A152,1,A173,1,A191,A201,1
A14,12,A32,A43,1493,A61,A72,4,A92,A101,3,A123,34,A143,A152,1,A173,2,A191,A201,1
A11,36,A34,A40,860,A61,A75,1,A92,A101,4,A123,27,A143,A152,2,A173,1,A192,A201,1
A14,30,A33,A49,5849,A61,A75,4,A93,A101,4,A123,34,A143,A152,1,A172,1,A192,A201,1
A14,24,A34,A46,727,A62,A72,2,A94,A101,3,A123,33,A143,A152,1,A172,1,A192,A201,2
A11,42,A32,A43,7174,A61,A74,4,A92,A101,3,A123,30,A143,A152,1,A174,1,A192,A201,1
A14,15,A34,A43,1829,A61,A75,4,A93,A101,4,A123,46,A143,A152,2,A173,1,A192,A201,1
A14,30,A34,A49,13628,A61,A75,4,A93,A101,4,A123,35,A143,A152,1,A173,1,A192,A201,1
A14,24,A34,A42,1935,A61,A75,2,A94,A101,4,A123,31,A143,A152,2,A173,1,A191,A201,2
A12,44,A34,A43,1231,A61,A73,1,A93,A101,4,A123,57,A143,A152,1,A172,1,A191,A201,1
A11,24,A32,A43,1282,A61,A73,4,A92,A101,2,A123,32,A143,A152,1,A172,1,A191,A201,1
A12,30,A32,A43,1715,A65,A73,2,A92,A101,4,A123,24,A143,A152,1,A173,1,A191,A201,1
A12,30,A34,A41,932,A65,A74,1,A92,A101,3,A123,58,A143,A152,2,A172,1,A192,A201,1
A12,15,A32,A43,1444,A61,A72,4,A92,A101,3,A123,23,A141,A152,1,A173,1,A191,A201,1
A14,24,A34,A49,5782,A61,A74,2,A92,A101,4,A123,23,A143,A152,2,A174,1,A191,A201,1
A14,12,A34,A46,1393,A61,A74,4,A92,A101,4,A123,31,A141,A152,1,A173,1,A191,A201,1
A14,12,A34,A43,2337,A61,A75,4,A93,A101,4,A123,68,A143,A152,1,A173,1,A191,A201,1
A14,30,A34,A410,13261,A61,A75,2,A93,A101,2,A123,39,A143,A151,1,A173,1,A191,A201,1
A14,24,A32,A43,4813,A61,A73,4,A93,A101,4,A123,43,A143,A152,1,A173,1,A191,A201,1
A13,36,A34,A43,2331,A61,A75,4,A93,A101,4,A122,24,A143,A152,2,A173,1,A192,A201,1
A14,12,A32,A410,1388,A65,A73,2,A92,A101,2,A123,26,A143,A152,1,A173,1,A191,A201,1
A13,36,A32,A42,3913,A61,A73,2,A93,A101,4,A123,23,A143,A152,1,A173,1,A192,A201,2
A14,6,A34,A40,1204,A62,A73,4,A93,A101,1,A123,24,A143,A152,1,A173,1,A191,A201,1
A14,36,A34,A41,3535,A61,A74,4,A94,A101,4,A123,22,A143,A152,2,A173,1,A192,A201,1
A11,24,A32,A45,11559,A65,A74,4,A94,A101,4,A123,31,A143,A152,1,A173,1,A192,A201,1
A12,10,A32,A46,727,A61,A75,2,A92,A101,4,A122,25,A143,A152,1,A173,1,A192,A201,1
A12,30,A34,A42,2333,A61,A72,2,A94,A101,4,A122,30,A142,A152,1,A173,1,A192,A201,1
A14,15,A32,A42,1382,A62,A75,2,A92,A101,1,A123,26,A143,A152,2,A173,1,A192,A201,1
A11,24,A32,A43,10902,A61,A73,4,A94,A101,2,A123,75,A141,A152,2,A172,1,A192,A201,1
A13,36,A32,A43,4473,A61,A75,4,A93,A101,2,A123,31,A143,A152,1,A173,1,A191,A201,1
A13,21,A32,A42,2864,A61,A73,2,A93,A101,2,A122,34,A143,A152,1,A172,1,A191,A201,1
A14,24,A34,A43,5694,A65,A75,2,A93,A101,4,A122,53,A143,A152,2,A172,1,A191,A201,1
A14,15,A34,A46,1532,A62,A73,4,A92,A101,3,A123,31,A143,A152,1,A173,1,A191,A201,1
A14,24,A32,A40,6551,A62,A73,4,A94,A101,4,A122,27,A143,A152,2,A174,1,A192,A201,1
A14,15,A34,A42,802,A61,A75,4,A93,A101,3,A123,37,A143,A152,1,A173,1,A191,A201,1
A14,24,A34,A410,11997,A62,A74,4,A94,A101,3,A123,26,A143,A152,1,A173,1,A191,A201,1
A14,36,A34,A40,7855,A61,A73,4,A92,A101,2,A123,25,A143,A152,2,A173,1,A192,A201,1
A14,24,A32,A40,12317,A65,A74,4,A93,A101,4,A122,37,A143,A152,2,A173,1,A192,A201,1
A12,24,A32,A40,3124,A61,A75,4,A93,A101,3,A124,24,A143,A152,2,A172,1,A191,A201,1
A11,24,A32,A42,2359,A62,A73,4,A94,A101,4,A122,33,A143,A152,1,A173,1,A191,A201,1
A14,24,A34,A42,3972,A61,A74,4,A92,A101,1,A122,25,A143,A152,1,A173,1,A191,A201,1
A12,18,A34,A49,10638,A61,A73,4,A93,A101,4,A123,28,A143,A152,2,A173,1,A192,A201,1
A12,10,A32,A42,1521,A61,A73,4,A94,A101,2,A123,31,A143,A152,1,A172,1,A191,A201,1
A12,48,A32,A40,6560,A61,A74,1,A93,A101,2,A123,24,A143,A152,1,A173,1,A191,A201,1
A13,24,A33,A45,776,A61,A75,4,A94,A101,4,A123,48,A143,A152,1,A173,1,A191,A201,1
A12,24,A32,A40,3195,A61,A72,1,A92,A101,2,A123,31,A141,A152,1,A172,1,A191,A201,1
A12,12,A34,A40,11530,A61,A75,2,A93,A101,4,A122,70,A143,A152,2,A173,1,A191,A201,1
A11,41,A32,A43,1414,A62,A73,4,A92,A101,2,A123,23,A143,A152,2,A172,1,A191,A201,1
A14,24,A33,A43,1459,A61,A73,4,A94,A101,2,A123,43,A143,A152,1,A173,1,A191,A201,1
A14,12,A34,A40,11012,A61,A72,4,A93,A101,4,A123,30,A141,A152,2,A172,1,A191,A201,1
A14,18,A32,A42,9363,A62,A73,2,A92,A101,2,A123,28,A143,A152,2,A173,1,A192,A201,1
A11,24,A32,A42,1858,A61,A72,4,A92,A101,4,A123,22,A143,A152,1,A173,1,A191,A201,2
A14,15,A34,A40,1530,A61,A73,1,A93,A101,2,A123,32,A143,A152,2,A173,1,A191,A201,1
A14,60,A32,A40,6527,A61,A73,4,A93,A101,4,A123,34,A143,A152,1,A173,1,A192,A201,2
A14,12,A32,A45,1943,A61,A72,4,A92,A101,4,A122,23,A143,A152,1,A173,1,A191,A201,1
A14,15,A32,A43,1655,A61,A75,4,A93,A101,4,A122,42,A143,A152,2,A173,1,A192,A201,1
A11,15,A34,A42,1049,A61,A72,4,A92,A101,4,A123,21,A143,A152,1,A173,1,A191,A201,1
A14,27,A33,A49,5117,A61,A74,1,A93,A101,4,A122,26,A143,A152,2,A174,1,A191,A201,1
A11,24,A32,A40,1168,A61,A73,4,A94,A101,3,A123,27,A143,A152,1,A172,1,A191,A201,1
A14,15,A34,A40,12680,A61,A75,4,A93,A101,4,A122,30,A143,A152,1,A174,1,A192,A201,1
A14,15,A32,A43,5976,A62,A73,4,A94,A101,2,A123,25,A143,A152,2,A173,1,A191,A201,1
A11,18,A32,A40,4380,A61,A73,1,A93,A101,4,A123,30,A143,A152,1,A172,1,A192,A201,1
A14,15,A33,A49,2580,A62,A72,4,A93,A101,2,A123,25,A143,A152,1,A172,1,A191,A201,1
A12,15,A32,A40,1264,A61,A73,2,A94,A101,2,A123,25,A143,A152,1,A173,1,A191,A201,1
A11,15,A34,A42,1872,A61,A73,4,A93,A101,4,A123,35,A143,A152,1,A173,1,A191,A201,2
A11,21,A32,A43,3190,A61,A73,2,A92,A101,2,A123,24,A143,A152,1,A173,1,A191,A201,1
A14,15,A34,A44,874,A65,A72,4,A92,A101,1,A121,24,A143,A152,1,A173,1,A191,A201,1
A11,24,A32,A42,4020,A61,A73,2,A93,A101,2,A123,27,A143,A152,1,A173,1,A191,A201,1
A11,30,A34,A49,8072,A61,A72,2,A93,A101,3,A123,25,A143,A152,1,A173,1,A191,A201,1
A14,30,A32,A42,1313,A61,A75,4,A93,A101,1,A123,20,A142,A152,1,A173,1,A191,A201,1
A11,24,A32,A410,339,A61,A75,4,A92,A101,4,A122,30,A143,A152,1,A172,1,A191,A201,1
A14,12,A32,A42,1572,A65,A75,4,A92,A101,4,A123,25,A143,A152,1,A172,1,A191,A201,2
A14,24,A34,A42,2578,A61,A73,1,A92,A101,4,A122,55,A143,A152,1,A173,1,A191,A201,1
A11,46,A34,A42,4281,A62,A73,4,A92,A101,4,A123,23,A143,A152,2,A173,1,A191,A201,1
A11,24,A32,A41,2910,A61,A75,2,A93,A101,1,A121,34,A143,A152,1,A174,1,A192,A201,2
A11,18,A32,A43,1940,A61,A72,4,A93,A101,4,A122,36,A143,A152,1,A174,1,A192,A201,1
A11,12,A32,A42,2659,A65,A73,4,A93,A101,2,A123,28,A143,A152,1,A173,1,A191,A201,1
A14,36,A32,A46,1538,A61,A72,4,A92,A101,2,A123,34,A143,A152,1,A173,1,A191,A201,1
A14,15,A32,A43,1213,A65,A75,4,A93,A101,3,A123,47,A143,A152,1,A172,1,A191,A201,1
A14,12,A32,A44,7166,A61,A74,4,A94,A101,4,A123,25,A143,A152,1,A172,1,A192,A201,1
A14,39,A32,A41,2670,A65,A73,4,A93,A101,4,A123,30,A143,A152,1,A173,1,A191,A201,1
A11,12,A33,A49,15348,A61,A73,4,A92,A101,4,A123,34,A143,A152,2,A174,1,A191,A201,1
A11,10,A32,A43,2315,A61,A73,1,A93,A101,4,A123,52,A143,A152,1,A172,1,A192,A201,1
A14,44,A33,A40,1469,A65,A75,2,A94,A101,4,A121,53,A143,A152,1,A172,1,A191,A201,1
A13,24,A32,A43,3016,A61,A73,4,A93,A101,4,A123,48,A143,A152,1,A173,1,A192,A201,1
A13,27,A33,A41,8613,A65,A73,2,A94,A101,2,A123,27,A143,A152,2,A173,1,A191,A201,1
A14,24,A32,A43,7427,A65,A72,2,A93,A101,4,A122,61,A143,A152,1,A174,1,A191,A201,1
A14,15,A34,A40,15532,A65,A73,4,A92,A101,2,A122,68,A143,A152,1,A173,1,A191,A201,1
A14,24,A34,A40,930,A62,A73,2,A92,A101,2,A123,30,A143,A152,1,A173,1,A191,A201,1
A14,45,A34,A41,6842,A61,A73,2,A94,A101,4,A122,30,A143,A151,2,A174,1,A192,A201,1
A14,15,A34,A42,1471,A61,A73,2,A93,A101,4,A122,35,A143,A152,2,A173,1,A192,A201,2
A14,15,A34,A42,3343,A61,A73,4,A93,A101,2,A123,28,A143,A152,1,A173,1,A192,A201,1
A12,24,A32,A49,790,A65,A73,4,A94,A101,2,A122,66,A141,A152,1,A172,1,A191,A201,1
A14,15,A34,A43,1169,A65,A73,4,A93,A101,3,A123,25,A143,A152,2,A173,1,A192,A201,1
A13,10,A32,A43,1347,A62,A72,4,A93,A101,4,A123,75,A143,A152,1,A173,1,A191,A201,1
A12,24,A32,A42,3069,A65,A75,4,A93,A101,4,A122,30,A143,A152,1,A173,1,A191,A201,1
A13,46,A34,A49,2212,A61,A73,4,A93,A101,4,A123,39,A143,A152,1,A173,1,A191,A201,1
A12,21,A32,A410,3001,A61,A74,2,A92,A101,4,A122,30,A141,A152,1,A173,1,A191,A201,1
A14,12,A34,A43,3074,A62,A73,4,A93,A101,2,A123,33,A143,A152,2,A173,1,A191,A201,1
A12,30,A34,A40,3622,A65,A75,4,A92,A101,4,A123,57,A143,A152,1,A173,1,A191,A201,1
A14,24,A32,A42,1552,A61,A74,1,A92,A101,4,A123,32,A143,A152,1,A173,1,A191,A201,2
A11,24,A32,A43,10335,A65,A73,4,A93,A101,3,A123,24,A143,A152,1,A174,1,A192,A201,1
A13,24,A34,A43,5265,A62,A75,4,A91,A101,4,A122,48,A143,A152,1,A172,1,A191,A201,1
A13,24,A32,A43,11282,A61,A72,2,A93,A101,2,A123,30,A143,A152,2,A172,1,A192,A201,1
A12,24,A32,A42,717,A61,A72,4,A92,A101,4,A123,52,A143,A152,1,A173,1,A191,A201,1
A11,12,A32,A40,654,A61,A73,4,A93,A101,3,A123,28,A143,A152,1,A172,1,A191,A201,1
A12,48,A32,A40,8358,A61,A72,4,A92,A101,2,A123,30,A143,A152,2,A173,1,A191,A201,1
A11,24,A32,A41,902,A61,A74,4,A94,A101,4,A123,21,A143,A152,1,A173,1,A191,A201,1
A11,15,A34,A40,8178,A61,A75,2,A93,A101,2,A123,30,A141,A152,2,A172,1,A192,A201,1
A12,24,A32,A42,609,A61,A72,2,A92,A101,4,A123,26,A143,A152,1,A173,1,A191,A201,2
A11,24,A32,A40,1893,A61,A73,4,A94,A101,4,A123,25,A143,A152,2,A173,1,A192,A201,1
A14,36,A32,A42,7127,A65,A75,2,A92,A101,4,A122,36,A142,A152,1,A173,1,A191,A201,1
A12,12,A32,A42,959,A61,A73,4,A92,A101,2,A123,25,A143,A152,1,A173,1,A191,A201,1
A14,24,A32,A42,7629,A61,A75,2,A93,A101,2,A123,46,A143,A152,1,A174,1,A191,A201,1
A14,42,A34,A41,4042,A62,A75,4,A93,A101,4,A123,36,A143,A152,2,A173,1,A191,A201,1
A14,24,A33,A43,2320,A61,A73,2,A94,A101,3,A124,34,A143,A152,2,A172,1,A191,A201,1
A12,24,A33,A43,2323,A61,A74,4,A94,A101,4,A123,30,A143,A152,1,A174,1,A192,A201,1
A14,39,A33,A41,2993,A61,A73,1,A94,A101,2,A123,28,A143,A152,2,A172,1,A192,A201,1
A11,24,A34,A41,6419,A61,A75,2,A92,A101,4,A122,25,A143,A152,1,A172,1,A191,A201,1
A14,24,A32,A43,2896,A65,A72,4,A92,A101,4,A123,25,A143,A153,1,A172,1,A191,A201,1
A11,42,A34,A45,3394,A61,A73,4,A93,A101,4,A123,42,A143,A152,2,A173,1,A191,A201,1
A11,48,A32,A43,1957,A61,A74,4,A94,A101,4,A123,31,A143,A152,1,A173,1,A191,A201,1
A12,21,A32,A40,7853,A61,A73,4,A92,A101,3,A123,30,A143,A152,1,A172,1,A191,A201,1
A14,15,A32,A41,8936,A61,A73,1,A93,A101,4,A122,23,A143,A152,1,A173,1,A191,A201,1
A11,30,A32,A42,3017,A61,A75,4,A92,A101,4,A123,71,A143,A152,2,A173,1,A191,A201,1
A14,24,A32,A42,8563,A65,A72,4,A92,A101,2,A123,30,A143,A151,2,A172,1,A192,A201,1
A12,24,A32,A40,685,A61,A74,2,A94,A101,3,A123,25,A143,A152,1,A172,1,A191,A201,1
A12,10,A34,A42,1275,A61,A72,4,A92,A101,2,A123,23,A143,A152,1,A173,1,A191,A201,2
A11,24,A32,A43,1107,A61,A73,2,A92,A101,4,A123,20,A143,A152,1,A173,1,A192,A201,2
A12,51,A32,A410,6880,A61,A75,4,A93,A101,4,A122,31,A143,A152,1,A173,1,A192,A201,1
A14,24,A32,A410,4040,A61,A73,4,A94,A101,4,A121,28,A143,A152,1,A173,1,A191,A201,1
A13,24,A32,A43,1155,A61,A72,1,A92,A101,3,A124,40,A143,A152,2,A173,1,A192,A201,1
A14,60,A32,A40,11600,A61,A73,4,A93,A101,4,A123,64,A143,A152,1,A173,1,A191,A201,1
A14,18,A34,A40,6761,A62,A75,2,A92,A101,4,A123,30,A143,A152,2,A173,1,A191,A201,1
A14,10,A32,A49,2848,A61,A73,4,A92,A101,4,A122,75,A143,A152,1,A173,1,A192,A201,1
A14,36,A33,A46,7551,A61,A74,1,A92,A101,2,A123,38,A143,A152,1,A173,1,A192,A201,1
A12,24,A32,A42,3069,A61,A75,4,A93,A101,4,A122,30,A143,A152,1,A173,1,A191,A201,2
A14,15,A32,A40,12613,A62,A75,4,A92,A101,2,A122,35,A143,A152,1,A174,1,A192,A201,1
A11,30,A32,A42,3620,A61,A73,4,A93,A101,2,A123,37,A143,A152,2,A173,1,A192,A201,1
A14,24,A32,A42,1474,A61,A72,4,A92,A101,1,A121,33,A141,A152,1,A172,1,A191,A201,2
A14,48,A34,A40,8858,A61,A74,4,A92,A101,4,A123,19,A143,A151,2,A173,1,A192,A201,1
A14,30,A34,A41,2751,A65,A73,4,A93,A101,3,A123,38,A143,A153,1,A173,1,A191,A201,1
A14,24,A32,A42,1572,A65,A75,4,A94,A101,1,A122,36,A143,A152,1,A173,1,A191,A201,1
A14,45,A32,A45,6924,A62,A75,2,A93,A101,2,A121,31,A143,A152,1,A172,1,A191,A201,1
A12,36,A34,A41,5800,A61,A73,1,A93,A101,4,A123,34,A143,A152,2,A173,1,A191,A201,2
A14,41,A32,A40,2782,A62,A74,4,A92,A101,2,A123,31,A143,A152,2,A174,1,A191,A201,1
A14,12,A34,A42,3331,A61,A72,2,A92,A101,4,A123,42,A143,A152,1,A173,1,A191,A201,1
A14,36,A33,A43,4463,A61,A73,4,A93,A101,2,A123,26,A143,A152,2,A174,1,A192,A201,1
A11,24,A32,A43,3357,A65,A72,4,A92,A101,2,A123,25,A143,A152,1,A173,1,A191,A201,1
A11,24,A32,A43,1987,A61,A73,2,A93,A101,4,A122,21,A143,A152,1,A172,1,A191,A201,1
A11,24,A32,A42,3021,A61,A73,2,A94,A101,2,A121,24,A143,A152,1,A172,1,A191,A201,1
A11,15,A32,A49,806,A61,A73,4,A92,A101,4,A123,22,A143,A152,1,A172,1,A191,A201,1
A12,48,A32,A43,10961,A65,A74,4,A93,A101,2,A123,27,A143,A152,2,A173,1,A192,A201,1
A11,24,A32,A43,709,A61,A75,4,A93,A101,4,A123,57,A141,A152,1,A172,1,A191,A201,1
A14,24,A32,A43,2284,A61,A74,4,A93,A101,2,A123,28,A143,A152,1,A173,1,A192,A201,1
A11,18,A32,A43,2389,A61,A72,4,A92,A101,2,A123,27,A143,A152,1,A173,1,A191,A201,1
A11,24,A32,A40,1371,A61,A73,4,A92,A101,4,A123,25,A143,A152,1,A173,1,A191,A201,1
A14,12,A32,A40,3380,A65,A75,4,A92,A101,3,A123,20,A143,A152,1,A174,1,A191,A201,1
A14,51,A32,A43,5452,A65,A75,4,A93,A101,4,A122,38,A143,A152,2,A173,1,A192,A201,1
A14,18,A33,A42,1808,A61,A74,4,A92,A101,2,A122,22,A143,A152,1,A173,1,A191,A201,1
A13,39,A32,A41,8588,A65,A75,4,A93,A101,4,A123,30,A143,A152,1,A172,1,A192,A201,1
A12,12,A33,A49,4439,A61,A75,2,A94,A101,2,A123,33,A143,A152,1,A174,1,A191,A201,1
A12,12,A32,A49,1037,A62,A74,3,A93,A101,4,A121,39,A143,A152,1,A172,1,A191,A201,1
A14,10,A34,A45,2069,A61,A73,4,A94,A101,4,A122,26,A143,A152,2,A172,1,A191,A201,1
A14,24,A32,A40,1884,A61,A75,4,A93,A101,4,A123,30,A143,A152,1,A174,1,A192,A201,1
A12,51,A32,A43,1082,A61,A72,4,A93,A101,1,A123,27,A143,A152,1,A172,1,A191,A201,1
A14,15,A34,A45,2186,A61,A74,4,A94,A101,4,A123,33,A143,A152,1,A172,1,A192,A201,1
A11,24,A34,A41,9768,A61,A75,2,A93,A101,4,A122,31,A143,A153,2,A174,1,A191,A201,1
A14,12,A32,A46,719,A61,A75,4,A93,A101,4,A123,41,A141,A152,1,A172,2,A191,A201,2
A12,46,A33,A43,2629,A65,A73,4,A91,A101,4,A121,25,A143,A152,2,A172,1,A191,A201,1
A14,36,A34,A41,10477,A65,A75,2,A93,A101,4,A124,42,A143,A153,2,A173,1,A191,A201,1
A13,12,A32,A43,4210,A61,A73,4,A93,A101,2,A123,26,A143,A152,1,A173,1,A191,A201,1
A14,24,A33,A49,8648,A61,A72,2,A93,A101,2,A123,27,A143,A152,2,A173,1,A192,A201,1
A12,12,A34,A46,1136,A65,A75,4,A93,A101,3,A123,32,A143,A152,2,A173,1,A191,A201,1
A14,24,A34,A40,15241,A62,A73,2,A92,A101,3,A121,27,A143,A152,2,A173,1,A191,A201,1
A14,18,A34,A43,6070,A61,A75,1,A93,A101,4,A123,33,A143,A152,2,A173,1,A192,A201,2
A12,14,A32,A49,1410,A61,A75,4,A94,A101,2,A123,24,A143,A152,1,A174,1,A191,A201,1
A12,24,A33,A410,14009,A62,A75,4,A93,A101,4,A123,31,A143,A152,2,A173,1,A191,A201,1
A11,36,A32,A41,5493,A61,A75,2,A93,A101,4,A122,42,A143,A152,1,A173,1,A191,A201,1
A14,24,A32,A40,14001,A61,A73,4,A94,A101,2,A123,43,A143,A152,2,A172,1,A192,A201,1
A11,24,A32,A42,2483,A61,A73,4,A92,A101,4,A122,22,A143,A152,1,A173,1,A192,A201,1
A13,20,A32,A43,1346,A61,A73,4,A93,A101,2,A123,42,A143,A151,1,A173,1,A192,A201,1
A13,24,A32,A42,2251,A61,A73,4,A92,A101,2,A123,46,A143,A152,1,A172,1,A191,A201,1
A14,10,A32,A42,1275,A61,A72,4,A92,A101,2,A121,23,A143,A152,1,A173,1,A191,A201,1
A12,12,A33,A40,2862,A65,A75,4,A93,A101,3,A123,30,A143,A152,1,A173,1,A191,A201,2
A11,18,A32,A44,1217,A61,A73,4,A94,A101,3,A123,47,A143,A152,1,A172,1,A192,A201,1
A12,24,A32,A45,454,A61,A72,1,A94,A101,3,A123,22,A143,A152,1,A173,1,A191,A201,1
A14,24,A33,A40,2538,A61,A75,4,A93,A101,4,A123,47,A143,A152,2,A172,1,A191,A201,1
A11,46,A32,A410,571,A61,A74,4,A93,A101,4,A122,42,A143,A152,2,A173,1,A192,A201,1
A13,22,A32,A40,1494,A61,A73,4,A93,A101,4,A123,25,A143,A152,1,A172,1,A191,A201,1
A11,12,A34,A43,1138,A61,A73,4,A93,A101,4,A123,25,A143,A152,2,A172,1,A191,A201,1
A11,24,A32,A43,3660,A61,A73,2,A92,A101,4,A123,28,A143,A152,1,A173,1,A191,A201,1
A14,24,A32,A40,10155,A65,A74,4,A93,A101,4,A122,30,A143,A152,1,A173,1,A192,A201,1
A11,21,A32,A41,8229,A61,A73,2,A93,A101,2,A123,26,A143,A152,1,A173,1,A191,A201,1
A14,24,A32,A41,3378,A61,A75,4,A93,A101,2,A123,47,A143,A153,1,A173,1,A192,A201,1
A12,9,A32,A46,1199,A61,A74,4,A92,A101,4,A123,67,A143,A152,2,A174,1,A192,A201,1
A12,24,A32,A40,13290,A61,A74,4,A93,A101,4,A123,26,A143,A152,1,A173,1,A191,A201,1
A13,30,A34,A43,3656,A65,A72,4,A93,A101,4,A121,24,A143,A152,1,A172,1,A191,A201,1
A14,24,A33,A49,9572,A61,A72,4,A94,A101,1,A123,28,A143,A152,2,A173,1,A191,A201,1
A13,21,A34,A40,2923,A65,A73,4,A92,A101,4,A123,28,A143,A152,2,A174,1,A192,A201,1
A11,24,A32,A42,2996,A61,A73,2,A94,A101,4,A123,20,A143,A152,1,A173,1,A191,A201,1
A12,48,A34,A42,5096,A61,A73,2,A92,A101,3,A123,30,A143,A152,1,A174,1,A192,A201,1
A12,15,A34,A42,6361,A61,A75,2,A93,A101,1,A121,41,A143,A152,1,A173,1,A191,A201,2
A12,15,A32,A40,6850,A61,A73,4,A93,A101,2,A123,34,A143,A152,1,A174,1,A192,A201,1
A12,15,A34,A42,6361,A61,A72,2,A93,A101,3,A124,41,A141,A152,1,A172,1,A191,A201,1
A14,30,A32,A40,1283,A65,A75,4,A92,A101,1,A123,25,A143,A152,1,A173,1,A191,A201,1
A14,24,A32,A42,4151,A65,A73,4,A93,A101,3,A122,33,A143,A152,2,A174,1,A191,A201,1
A12,38,A32,A43,5084,A65,A75,2,A93,A101,3,A123,42,A143,A152,2,A173,1,A191,A201,1
A14,24,A34,A43,797,A61,A75,4,A92,A101,3,A123,33,A143,A152,1,A172,1,A191,A201,1
A12,12,A32,A42,2030,A61,A74,2,A93,A101,4,A123,24,A143,A152,1,A174,1,A191,A201,1
A14,36,A34,A410,1098,A65,A73,4,A92,A101,2,A123,30,A143,A152,1,A173,1,A191,A201,1
A14,12,A34,A43,2337,A61,A75,4,A93,A101,4,A123,36,A143,A152,1,A173,1,A191,A201,2
A14,15,A34,A41,3594,A61,A72,4,A92,A101,4,A123,30,A143,A152,2,A174,1,A192,A201,1
A12,9,A32,A46,1199,A61,A74,4,A92,A101,4,A122,67,A143,A152,2,A174,1,A192,A201,1
A12,24,A32,A42,3069,A61,A75,4,A93,A101,4,A122,30,A143,A152,1,A173,1,A191,A201,2
A14,24,A32,A410,2828,A61,A73,2,A93,A101,4,A123,22,A143,A152,1,A173,1,A192,A201,1
A12,30,A34,A40,2063,A61,A73,4,A94,A101,3,A123,39,A143,A152,1,A173,1,A192,A201,1
A14,24,A32,A410,12180,A65,A73,4,A93,A101,4,A123,26,A143,A152,1,A174,1,A191,A201,1
A14,24,A34,A43,700,A61,A75,2,A94,A101,4,A123,36,A143,A152,2,A173,1,A191,A201,1
A14,24,A34,A45,5507,A61,A75,1,A93,A101,4,A122,42,A143,A152,2,A173,1,A191,A201,1
A12,15,A32,A45,1308,A61,A75,4,A93,A101,4,A123,38,A143,A152,2,A172,1,A191,A201,1
